Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
Yousuf Ali S,fantastic first look of barkha sigh is so damn cute ayush and barkha is a professional actor very good team pfa2,0,0,2020-11-24T15:54:13Z,24,15,11,"['fantastic', 'first', 'look', 'of', 'barkha', 'sigh', 'is', 'so', 'damn', 'cute', 'ayush', 'and', 'barkha', 'is', 'a', 'professional', 'actor', 'very', 'good', 'team', 'pfa2']","['fantast', 'first', 'look', 'of', 'barkha', 'sigh', 'is', 'so', 'damn', 'cute', 'ayush', 'and', 'barkha', 'is', 'a', 'profession', 'actor', 'veri', 'good', 'team', 'pfa2']",0.8008,0.10300000000000001,0.514,0.38299999999999995,0.43200000000000005,0.6226666667,0.5714285714,0,0,neu
Bitu Baruah,shaurya and sanya s chemistry is sooooooooooooooooooooooooooooooooooooooooooooooooo good and funny also love it and aayush is my favorite specially his web series operation m b b s who agree first i don t like web series but when i seen operation m b b s web series i started watching and loving web series and i want next season of operation m b b s this web series also very good i have seen two episode they are really very very very very very very very very good and eagerly waiting for next episode,0,0,2020-11-24T15:33:28Z,24,15,11,"['shaurya', 'and', 'sanya', 's', 'chemistry', 'is', 'sooooooooooooooooooooooooooooooooooooooooooooooooo', 'good', 'and', 'funny', 'also', 'love', 'it', 'and', 'aayush', 'is', 'my', 'favorite', 'specially', 'his', 'web', 'series', 'operation', 'm', 'b', 'b', 's', 'who', 'agree', 'first', 'i', 'don', 't', 'like', 'web', 'series', 'but', 'when', 'i', 'seen', 'operation', 'm', 'b', 'b', 's', 'web', 'series', 'i', 'started', 'watching', 'and', 'loving', 'web', 'series', 'and', 'i', 'want', 'next', 'season', 'of', 'operation', 'm', 'b', 'b', 's', 'this', 'web', 'series', 'also', 'very', 'good', 'i', 'have', 'seen', 'two', 'episode', 'they', 'are', 'really', 'very', 'very', 'very', 'very', 'very', 'very', 'very', 'very', 'good', 'and', 'eagerly', 'waiting', 'for', 'next', 'episode']","['shaurya', 'and', 'sanya', 's', 'chemistri', 'is', 'sooooooooooooooooooooooooooooooooooooooooooooooooo', 'good', 'and', 'funni', 'also', 'love', 'it', 'and', 'aayush', 'is', 'my', 'favorit', 'special', 'his', 'web', 'seri', 'oper', 'm', 'b', 'b', 's', 'who', 'agre', 'first', 'i', 'don', 't', 'like', 'web', 'seri', 'but', 'when', 'i', 'seen', 'oper', 'm', 'b', 'b', 's', 'web', 'seri', 'i', 'start', 'watch', 'and', 'love', 'web', 'seri', 'and', 'i', 'want', 'next', 'season', 'of', 'oper', 'm', 'b', 'b', 's', 'this', 'web', 'seri', 'also', 'veri', 'good', 'i', 'have', 'seen', 'two', 'episod', 'they', 'are', 'realli', 'veri', 'veri', 'veri', 'veri', 'veri', 'veri', 'veri', 'veri', 'good', 'and', 'eager', 'wait', 'for', 'next', 'episod']",0.9804,0.0,0.679,0.321,0.4524675325,0.6013419913,0.585106383,0,0,neu
Kaustav Nath,i find non bollywood actors like ayush mehra barkha singh ahsaas channa aisha ahmed yashaswini dayama jeetu bhaiya etc are much more better than 90 of the bollywood actors,1701,28,2020-11-24T02:28:25Z,24,2,11,"['i', 'find', 'non', 'bollywood', 'actors', 'like', 'ayush', 'mehra', 'barkha', 'singh', 'ahsaas', 'channa', 'aisha', 'ahmed', 'yashaswini', 'dayama', 'jeetu', 'bhaiya', 'etc', 'are', 'much', 'more', 'better', 'than', '90', 'of', 'the', 'bollywood', 'actors']","['i', 'find', 'non', 'bollywood', 'actor', 'like', 'ayush', 'mehra', 'barkha', 'singh', 'ahsaa', 'channa', 'aisha', 'ahm', 'yashaswini', 'dayama', 'jeetu', 'bhaiya', 'etc', 'are', 'much', 'more', 'better', 'than', '90', 'of', 'the', 'bollywood', 'actor']",0.6901,0.0,0.82,0.18,0.5,0.5,0.1379310345,1,1,neu
Medial Pterygoid,i just love this two ayushbarkha so cute together liked the character ratna bold classy,0,0,2020-11-22T19:18:29Z,22,19,11,"['i', 'just', 'love', 'this', 'two', 'ayushbarkha', 'so', 'cute', 'together', 'liked', 'the', 'character', 'ratna', 'bold', 'classy']","['i', 'just', 'love', 'this', 'two', 'ayushbarkha', 'so', 'cute', 'togeth', 'like', 'the', 'charact', 'ratna', 'bold', 'classi']",0.9488,0.0,0.35100000000000003,0.649,0.4066666667,0.7933333333,0.8,0,0,pos
MRUTIGA RAMESH,34 00 shaurya was really so true to the point i felt very sad for him i love u ayush u r great actor and i really adore u,3,0,2020-11-22T17:17:47Z,22,17,11,"['34', '00', 'shaurya', 'was', 'really', 'so', 'true', 'to', 'the', 'point', 'i', 'felt', 'very', 'sad', 'for', 'him', 'i', 'love', 'u', 'ayush', 'u', 'r', 'great', 'actor', 'and', 'i', 'really', 'adore', 'u']","['34', '00', 'shaurya', 'was', 'realli', 'so', 'true', 'to', 'the', 'point', 'i', 'felt', 'veri', 'sad', 'for', 'him', 'i', 'love', 'u', 'ayush', 'u', 'r', 'great', 'actor', 'and', 'i', 'realli', 'ador', 'u']",0.9295,0.09300000000000001,0.465,0.442,0.24,0.64,0.6896551724,0,1,neu
Mishti Kittu,just love love love the performances of ayush and barkha you guys look so cute together although they re just reel couple but i adore them also the storyline this time bang on really enjoying the season 2 so far looking forward for new episodes please be as long as the first two,3,1,2020-11-21T20:49:06Z,21,20,11,"['just', 'love', 'love', 'love', 'the', 'performances', 'of', 'ayush', 'and', 'barkha', 'you', 'guys', 'look', 'so', 'cute', 'together', 'although', 'they', 're', 'just', 'reel', 'couple', 'but', 'i', 'adore', 'them', 'also', 'the', 'storyline', 'this', 'time', 'bang', 'on', 'really', 'enjoying', 'the', 'season', '2', 'so', 'far', 'looking', 'forward', 'for', 'new', 'episodes', 'please', 'be', 'as', 'long', 'as', 'the', 'first', 'two']","['just', 'love', 'love', 'love', 'the', 'perform', 'of', 'ayush', 'and', 'barkha', 'you', 'guy', 'look', 'so', 'cute', 'togeth', 'although', 'they', 're', 'just', 'reel', 'coupl', 'but', 'i', 'ador', 'them', 'also', 'the', 'storylin', 'this', 'time', 'bang', 'on', 'realli', 'enjoy', 'the', 'season', '2', 'so', 'far', 'look', 'forward', 'for', 'new', 'episod', 'pleas', 'be', 'as', 'long', 'as', 'the', 'first', 'two']",0.9723,0.0,0.6559999999999999,0.344,0.32626262629999997,0.6208754209,0.5471698113,1,1,neu
Mohammad Mohsin Jamal,ayush s n barkha s chemistry like shahrukh and kajol they are always brilliant waiting for the next episode,47,0,2020-11-21T18:21:52Z,21,18,11,"['ayush', 's', 'n', 'barkha', 's', 'chemistry', 'like', 'shahrukh', 'and', 'kajol', 'they', 'are', 'always', 'brilliant', 'waiting', 'for', 'the', 'next', 'episode']","['ayush', 's', 'n', 'barkha', 's', 'chemistri', 'like', 'shahrukh', 'and', 'kajol', 'they', 'are', 'alway', 'brilliant', 'wait', 'for', 'the', 'next', 'episod']",0.743,0.0,0.69,0.31,0.45,0.5,0.1578947368,0,1,neu
Radhika Deshpande,omg i m so in love with ayush and barkha why are they so cute together awesome chemistry perfect timing perfect lines this series is lit and the couple is too good i just want this series to go on and on,31,1,2020-11-21T02:05:16Z,21,2,11,"['omg', 'i', 'm', 'so', 'in', 'love', 'with', 'ayush', 'and', 'barkha', 'why', 'are', 'they', 'so', 'cute', 'together', 'awesome', 'chemistry', 'perfect', 'timing', 'perfect', 'lines', 'this', 'series', 'is', 'lit', 'and', 'the', 'couple', 'is', 'too', 'good', 'i', 'just', 'want', 'this', 'series', 'to', 'go', 'on', 'and', 'on']","['omg', 'i', 'm', 'so', 'in', 'love', 'with', 'ayush', 'and', 'barkha', 'whi', 'are', 'they', 'so', 'cute', 'togeth', 'awesom', 'chemistri', 'perfect', 'time', 'perfect', 'line', 'this', 'seri', 'is', 'lit', 'and', 'the', 'coupl', 'is', 'too', 'good', 'i', 'just', 'want', 'this', 'seri', 'to', 'go', 'on', 'and', 'on']",0.9759,0.0,0.568,0.43200000000000005,0.7833333333,0.8666666667,0.42857142859999997,1,1,neu
Pruthviraj Patil,ayush you are so convincing i bought course i was planning to pursue but couldn t,0,0,2020-11-20T17:19:25Z,20,17,11,"['ayush', 'you', 'are', 'so', 'convincing', 'i', 'bought', 'course', 'i', 'was', 'planning', 'to', 'pursue', 'but', 'couldn', 't']","['ayush', 'you', 'are', 'so', 'convinc', 'i', 'bought', 'cours', 'i', 'was', 'plan', 'to', 'pursu', 'but', 'couldn', 't']",0.3062,0.0,0.8420000000000001,0.158,0.5,1.0,0.375,0,0,neu
swapnil vernekar,one of the most favorite web series ever ayush and barkha are amazing there should be more episodes of the series more seasons of course heartwarming and relevant,0,0,2020-11-20T15:07:03Z,20,15,11,"['one', 'of', 'the', 'most', 'favorite', 'web', 'series', 'ever', 'ayush', 'and', 'barkha', 'are', 'amazing', 'there', 'should', 'be', 'more', 'episodes', 'of', 'the', 'series', 'more', 'seasons', 'of', 'course', 'heartwarming', 'and', 'relevant']","['one', 'of', 'the', 'most', 'favorit', 'web', 'seri', 'ever', 'ayush', 'and', 'barkha', 'are', 'amaz', 'there', 'should', 'be', 'more', 'episod', 'of', 'the', 'seri', 'more', 'season', 'of', 'cours', 'heartwarm', 'and', 'relev']",0.8805,0.0,0.71,0.29,0.5,0.7166666667,0.32142857140000003,0,0,neu
Prasad Mai,why ayush cannot become next superstar like sushant loved by indians,47,1,2020-11-20T13:25:53Z,20,13,11,"['why', 'ayush', 'can', 'not', 'become', 'next', 'superstar', 'like', 'sushant', 'loved', 'by', 'indians']","['whi', 'ayush', 'can', 'not', 'becom', 'next', 'superstar', 'like', 'sushant', 'love', 'by', 'indian']",0.7506,0.0,0.584,0.41600000000000004,0.35,0.4,0.2727272727,1,1,neu
Vishesh Verma,ayush x barkha best combination,0,0,2020-11-19T21:02:21Z,19,21,11,"['ayush', 'x', 'barkha', 'best', 'combination']","['ayush', 'x', 'barkha', 'best', 'combin']",0.6369,0.0,0.41700000000000004,0.583,1.0,0.3,0.4,0,0,pos
Pallavi Raj,for ayush,0,0,2020-11-19T16:20:39Z,19,16,11,"['for', 'ayush']","['for', 'ayush']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
Himadree Singh Rajawat,ayush is such a human teddy bear,0,0,2020-11-19T14:39:44Z,19,14,11,"['ayush', 'is', 'such', 'a', 'human', 'teddy', 'bear']","['ayush', 'is', 'such', 'a', 'human', 'teddi', 'bear']",0.0,0.0,1.0,0.0,0.0,0.3,0.42857142859999997,0,0,neu
Ritu Jain,barkha and ayush look cute together,0,0,2020-11-17T18:57:22Z,17,18,11,"['barkha', 'and', 'ayush', 'look', 'cute', 'together']","['barkha', 'and', 'ayush', 'look', 'cute', 'togeth']",0.4588,0.0,0.625,0.375,0.5,1.0,0.6666666667,0,0,neu
Ayesha Tasneem,ayush and barkha such a beautiful acting soo natural,1,0,2020-11-17T08:49:46Z,17,8,11,"['ayush', 'and', 'barkha', 'such', 'a', 'beautiful', 'acting', 'soo', 'natural']","['ayush', 'and', 'barkha', 'such', 'a', 'beauti', 'act', 'soo', 'natur']",0.7506,0.0,0.484,0.516,0.2375,0.475,0.3333333333,0,1,pos
Rajat Mehra RJ,always i saw barkha mam ans ayush sir together it was speechless great work,0,0,2020-11-16T09:25:02Z,16,9,11,"['always', 'i', 'saw', 'barkha', 'mam', 'ans', 'ayush', 'sir', 'together', 'it', 'was', 'speechless', 'great', 'work']","['alway', 'i', 'saw', 'barkha', 'mam', 'an', 'ayush', 'sir', 'togeth', 'it', 'was', 'speechless', 'great', 'work']",0.6249,0.0,0.745,0.255,0.8,0.75,0.5,0,0,neu
PHANTOM ROCKSTAR MUSICS,i don t think that there is anyone in the world that denies barkha and ayush together such a lovely couple omg i wish barkha will be his girlfriend always,8,0,2020-11-16T07:26:04Z,16,7,11,"['i', 'don', 't', 'think', 'that', 'there', 'is', 'anyone', 'in', 'the', 'world', 'that', 'denies', 'barkha', 'and', 'ayush', 'together', 'such', 'a', 'lovely', 'couple', 'omg', 'i', 'wish', 'barkha', 'will', 'be', 'his', 'girlfriend', 'always']","['i', 'don', 't', 'think', 'that', 'there', 'is', 'anyon', 'in', 'the', 'world', 'that', 'deni', 'barkha', 'and', 'ayush', 'togeth', 'such', 'a', 'love', 'coupl', 'omg', 'i', 'wish', 'barkha', 'will', 'be', 'his', 'girlfriend', 'alway']",0.5719,0.087,0.7120000000000001,0.201,0.25,0.625,0.2666666667,0,1,neu
Ananya Jain,24 33 i just couldn t stop smiling ayush and barkha you guyz are my ultimate forever favourite and couple goals for sure also why are you guyz so cute mahn,1,0,2020-11-15T19:42:29Z,15,19,11,"['24', '33', 'i', 'just', 'couldn', 't', 'stop', 'smiling', 'ayush', 'and', 'barkha', 'you', 'guyz', 'are', 'my', 'ultimate', 'forever', 'favourite', 'and', 'couple', 'goals', 'for', 'sure', 'also', 'why', 'are', 'you', 'guyz', 'so', 'cute', 'mahn']","['24', '33', 'i', 'just', 'couldn', 't', 'stop', 'smile', 'ayush', 'and', 'barkha', 'you', 'guyz', 'are', 'my', 'ultim', 'forev', 'favourit', 'and', 'coupl', 'goal', 'for', 'sure', 'also', 'whi', 'are', 'you', 'guyz', 'so', 'cute', 'mahn']",0.7886,0.06,0.687,0.252,0.3333333333,0.962962963,0.2903225806,0,1,neu
Aftab Alam,the chemistry of ayush and barkha is organic cause they don t have any exceptions just like inorganic,1332,31,2020-11-15T00:16:36Z,15,0,11,"['the', 'chemistry', 'of', 'ayush', 'and', 'barkha', 'is', 'organic', 'cause', 'they', 'don', 't', 'have', 'any', 'exceptions', 'just', 'like', 'inorganic']","['the', 'chemistri', 'of', 'ayush', 'and', 'barkha', 'is', 'organ', 'caus', 'they', 'don', 't', 'have', 'ani', 'except', 'just', 'like', 'inorgan']",0.3612,0.0,0.865,0.135,0.0,0.0,0.1666666667,1,1,neu
Chirag Rathod,ayush and barkha has great chemistry a little curious about how shaurya did with his fellows,0,0,2020-11-15T00:10:37Z,15,0,11,"['ayush', 'and', 'barkha', 'has', 'great', 'chemistry', 'a', 'little', 'curious', 'about', 'how', 'shaurya', 'did', 'with', 'his', 'fellows']","['ayush', 'and', 'barkha', 'has', 'great', 'chemistri', 'a', 'littl', 'curious', 'about', 'how', 'shaurya', 'did', 'with', 'his', 'fellow']",0.7275,0.0,0.68,0.32,0.17083333329999997,0.75,0.4375,0,0,neu
MANOJ KUMAR,ayush and barkha u r my favorite,0,0,2020-11-14T23:46:09Z,14,23,11,"['ayush', 'and', 'barkha', 'u', 'r', 'my', 'favorite']","['ayush', 'and', 'barkha', 'u', 'r', 'my', 'favorit']",0.4588,0.0,0.5710000000000001,0.429,0.5,1.0,0.14285714289999998,0,0,neu
Teja Sri,barkha singh and ayush mehra u are such a cute couple ever u just nailed your acting well done,0,0,2020-11-14T15:07:08Z,14,15,11,"['barkha', 'singh', 'and', 'ayush', 'mehra', 'u', 'are', 'such', 'a', 'cute', 'couple', 'ever', 'u', 'just', 'nailed', 'your', 'acting', 'well', 'done']","['barkha', 'singh', 'and', 'ayush', 'mehra', 'u', 'are', 'such', 'a', 'cute', 'coupl', 'ever', 'u', 'just', 'nail', 'your', 'act', 'well', 'done']",0.6249,0.0,0.733,0.267,0.1666666667,0.5,0.21052631579999997,0,0,neu
Sneha Saha,loveee you ayush,0,0,2020-11-14T10:35:17Z,14,10,11,"['loveee', 'you', 'ayush']","['lovee', 'you', 'ayush']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
Sara Ahmed,i can t wait for the episode 3 please as soon as possible release it barka and ayush ki jodi,5,0,2020-11-14T09:56:17Z,14,9,11,"['i', 'can', 't', 'wait', 'for', 'the', 'episode', '3', 'please', 'as', 'soon', 'as', 'possible', 'release', 'it', 'barka', 'and', 'ayush', 'ki', 'jodi']","['i', 'can', 't', 'wait', 'for', 'the', 'episod', '3', 'pleas', 'as', 'soon', 'as', 'possibl', 'releas', 'it', 'barka', 'and', 'ayush', 'ki', 'jodi']",0.3182,0.0,0.8740000000000001,0.126,0.0,1.0,0.0,0,1,neu
Suyash Baghel,loved anant s character and his acting too besides barkha n aayush,0,0,2020-11-13T17:23:30Z,13,17,11,"['loved', 'anant', 's', 'character', 'and', 'his', 'acting', 'too', 'besides', 'barkha', 'n', 'aayush']","['love', 'anant', 's', 'charact', 'and', 'his', 'act', 'too', 'besid', 'barkha', 'n', 'aayush']",0.5994,0.0,0.698,0.302,0.35,0.4,0.25,0,0,neu
Pralaya Tripathy,love to see both of u big fan ayush and barkha more success to u,0,0,2020-11-12T18:44:13Z,12,18,11,"['love', 'to', 'see', 'both', 'of', 'u', 'big', 'fan', 'ayush', 'and', 'barkha', 'more', 'success', 'to', 'u']","['love', 'to', 'see', 'both', 'of', 'u', 'big', 'fan', 'ayush', 'and', 'barkha', 'more', 'success', 'to', 'u']",0.8883,0.0,0.488,0.512,0.325,0.3,0.7333333333,0,0,pos
Srikanta Sahu,bhai jaldi se sara episode release karo is it feasible to realease all episode in once it s feel as a year to wait for the next one good work guys love u barkha and ayush,0,0,2020-11-12T18:44:13Z,12,18,11,"['bhai', 'jaldi', 'se', 'sara', 'episode', 'release', 'karo', 'is', 'it', 'feasible', 'to', 'realease', 'all', 'episode', 'in', 'once', 'it', 's', 'feel', 'as', 'a', 'year', 'to', 'wait', 'for', 'the', 'next', 'one', 'good', 'work', 'guys', 'love', 'u', 'barkha', 'and', 'ayush']","['bhai', 'jaldi', 'se', 'sara', 'episod', 'releas', 'karo', 'is', 'it', 'feasibl', 'to', 'realeas', 'all', 'episod', 'in', 'onc', 'it', 's', 'feel', 'as', 'a', 'year', 'to', 'wait', 'for', 'the', 'next', 'one', 'good', 'work', 'guy', 'love', 'u', 'barkha', 'and', 'ayush']",0.7964,0.0,0.8140000000000001,0.18600000000000003,0.4,0.4,0.44444444439999997,0,0,neu
Lakshman Chandra Das,love you ayush and barkha,1,0,2020-11-12T14:18:14Z,12,14,11,"['love', 'you', 'ayush', 'and', 'barkha']","['love', 'you', 'ayush', 'and', 'barkha']",0.6369,0.0,0.488,0.512,0.5,0.6,1.0,0,1,pos
Imkong Mayang,my last only wish is to see ayush barkha getting married in real life,0,0,2020-11-12T08:25:46Z,12,8,11,"['my', 'last', 'only', 'wish', 'is', 'to', 'see', 'ayush', 'barkha', 'getting', 'married', 'in', 'real', 'life']","['my', 'last', 'onli', 'wish', 'is', 'to', 'see', 'ayush', 'barkha', 'get', 'marri', 'in', 'real', 'life']",0.4019,0.0,0.828,0.172,0.1125,0.4041666667,0.5,0,0,neu
RELOADER X,i love the jodi of barkha and ayush i came here just because of them,0,0,2020-11-12T04:14:40Z,12,4,11,"['i', 'love', 'the', 'jodi', 'of', 'barkha', 'and', 'ayush', 'i', 'came', 'here', 'just', 'because', 'of', 'them']","['i', 'love', 'the', 'jodi', 'of', 'barkha', 'and', 'ayush', 'i', 'came', 'here', 'just', 'becaus', 'of', 'them']",0.6369,0.0,0.741,0.259,0.5,0.6,0.3333333333,0,0,neu
sheena panjabi,ayush and bharkha you guys are goals i watched 1st season twice and still loved the same and ayush you are a kind of person every girl would like to have in their lives please ek ladko ke liye video banado how they can be like you lots of love ayush and bharkha superb chemistry superb actors loved watching you two guys so please keep this up coz i watch everything on dice media everything on filtercopy,0,0,2020-11-10T19:52:32Z,10,19,11,"['ayush', 'and', 'bharkha', 'you', 'guys', 'are', 'goals', 'i', 'watched', '1st', 'season', 'twice', 'and', 'still', 'loved', 'the', 'same', 'and', 'ayush', 'you', 'are', 'a', 'kind', 'of', 'person', 'every', 'girl', 'would', 'like', 'to', 'have', 'in', 'their', 'lives', 'please', 'ek', 'ladko', 'ke', 'liye', 'video', 'banado', 'how', 'they', 'can', 'be', 'like', 'you', 'lots', 'of', 'love', 'ayush', 'and', 'bharkha', 'superb', 'chemistry', 'superb', 'actors', 'loved', 'watching', 'you', 'two', 'guys', 'so', 'please', 'keep', 'this', 'up', 'coz', 'i', 'watch', 'everything', 'on', 'dice', 'media', 'everything', 'on', 'filtercopy']","['ayush', 'and', 'bharkha', 'you', 'guy', 'are', 'goal', 'i', 'watch', '1st', 'season', 'twice', 'and', 'still', 'love', 'the', 'same', 'and', 'ayush', 'you', 'are', 'a', 'kind', 'of', 'person', 'everi', 'girl', 'would', 'like', 'to', 'have', 'in', 'their', 'live', 'pleas', 'ek', 'ladko', 'ke', 'liy', 'video', 'banado', 'how', 'they', 'can', 'be', 'like', 'you', 'lot', 'of', 'love', 'ayush', 'and', 'bharkha', 'superb', 'chemistri', 'superb', 'actor', 'love', 'watch', 'you', 'two', 'guy', 'so', 'pleas', 'keep', 'this', 'up', 'coz', 'i', 'watch', 'everyth', 'on', 'dice', 'media', 'everyth', 'on', 'filtercopi']",0.9831,0.0,0.6859999999999999,0.314,0.6428571429,0.7464285714,0.3116883117,0,0,neu
Daily Updates,so everybody is busy crushing on ayush and barkha and nobody felt that the story moved too slowly in this episode,142,1,2020-11-10T19:52:32Z,10,19,11,"['so', 'everybody', 'is', 'busy', 'crushing', 'on', 'ayush', 'and', 'barkha', 'and', 'nobody', 'felt', 'that', 'the', 'story', 'moved', 'too', 'slowly', 'in', 'this', 'episode']","['so', 'everybodi', 'is', 'busi', 'crush', 'on', 'ayush', 'and', 'barkha', 'and', 'nobodi', 'felt', 'that', 'the', 'stori', 'move', 'too', 'slowli', 'in', 'this', 'episod']",-0.3612,0.111,0.889,0.0,0.06666666667,0.5333333333,0.2380952381,1,1,neu
Yousuf Ali S,fantastic team ayush and barkha are so professional big fan of you both,0,0,2020-11-10T18:02:36Z,10,18,11,"['fantastic', 'team', 'ayush', 'and', 'barkha', 'are', 'so', 'professional', 'big', 'fan', 'of', 'you', 'both']","['fantast', 'team', 'ayush', 'and', 'barkha', 'are', 'so', 'profession', 'big', 'fan', 'of', 'you', 'both']",0.7322,0.0,0.6409999999999999,0.359,0.1666666667,0.36666666670000003,0.4615384615,0,0,neu
Vijaya Mishra,these are straight on goals i love ayush and barkha,0,0,2020-11-10T12:01:51Z,10,12,11,"['these', 'are', 'straight', 'on', 'goals', 'i', 'love', 'ayush', 'and', 'barkha']","['these', 'are', 'straight', 'on', 'goal', 'i', 'love', 'ayush', 'and', 'barkha']",0.7269,0.0,0.534,0.466,0.35,0.5,0.5,0,0,neu
Anto Vimalan,who all are watching this series just bcoz of ayush barkha,0,0,2020-11-10T08:36:55Z,10,8,11,"['who', 'all', 'are', 'watching', 'this', 'series', 'just', 'bcoz', 'of', 'ayush', 'barkha']","['who', 'all', 'are', 'watch', 'this', 'seri', 'just', 'bcoz', 'of', 'ayush', 'barkha']",0.0,0.0,1.0,0.0,0.0,0.0,0.09090909091,0,0,neu
Anto Vimalan,who all are watching this series just bcoz of ayush barkha,0,0,2020-11-10T08:06:07Z,10,8,11,"['who', 'all', 'are', 'watching', 'this', 'series', 'just', 'bcoz', 'of', 'ayush', 'barkha']","['who', 'all', 'are', 'watch', 'this', 'seri', 'just', 'bcoz', 'of', 'ayush', 'barkha']",0.0,0.0,1.0,0.0,0.0,0.0,0.09090909091,0,0,neu
namrata surve,add on to the crush list besides aayush barkha comes the hr friend of shaurya,0,0,2020-11-10T08:06:07Z,10,8,11,"['add', 'on', 'to', 'the', 'crush', 'list', 'besides', 'aayush', 'barkha', 'comes', 'the', 'hr', 'friend', 'of', 'shaurya']","['add', 'on', 'to', 'the', 'crush', 'list', 'besid', 'aayush', 'barkha', 'come', 'the', 'hr', 'friend', 'of', 'shaurya']",0.3818,0.09,0.73,0.18,0.0,0.0,0.5333333333,0,0,neu
Gehna Sharma,i watching this series only for ayush and barkha,1,0,2020-11-10T06:47:10Z,10,6,11,"['i', 'watching', 'this', 'series', 'only', 'for', 'ayush', 'and', 'barkha']","['i', 'watch', 'this', 'seri', 'onli', 'for', 'ayush', 'and', 'barkha']",0.0,0.0,1.0,0.0,0.0,1.0,0.11111111109999999,0,1,neu
Hardik Parjapati,ayush mehra and barkha singh you guys are best couples,0,0,2020-11-09T17:49:51Z,9,17,11,"['ayush', 'mehra', 'and', 'barkha', 'singh', 'you', 'guys', 'are', 'best', 'couples']","['ayush', 'mehra', 'and', 'barkha', 'singh', 'you', 'guy', 'are', 'best', 'coupl']",0.6369,0.0,0.682,0.318,1.0,0.3,0.2,0,0,neu
Neha Shukla,again barkha and ayush rocks,0,0,2020-11-08T14:49:23Z,8,14,11,"['again', 'barkha', 'and', 'ayush', 'rocks']","['again', 'barkha', 'and', 'ayush', 'rock']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
venkata sainadh,i liked ayush dress upwhere do i get them,0,0,2020-11-08T14:03:11Z,8,14,11,"['i', 'liked', 'ayush', 'dress', 'upwhere', 'do', 'i', 'get', 'them']","['i', 'like', 'ayush', 'dress', 'upwher', 'do', 'i', 'get', 'them']",0.4215,0.0,0.682,0.318,0.6,0.8,0.5555555556,0,0,neu
Srutimayee gadtya,barkha and aayush s chemistry is just awesome,5,0,2020-11-08T09:16:05Z,8,9,11,"['barkha', 'and', 'aayush', 's', 'chemistry', 'is', 'just', 'awesome']","['barkha', 'and', 'aayush', 's', 'chemistri', 'is', 'just', 'awesom']",0.6249,0.0,0.594,0.406,1.0,1.0,0.25,0,1,neu
Ayushi Singh,ayush is so cute man,0,0,2020-11-08T04:26:22Z,8,4,11,"['ayush', 'is', 'so', 'cute', 'man']","['ayush', 'is', 'so', 'cute', 'man']",0.5949,0.0,0.509,0.491,0.5,1.0,1.0,0,0,neu
Sayali tilgule,barkha and ayush you guys are amazinggggggg u make me miss my fiance,0,0,2020-11-08T04:26:22Z,8,4,11,"['barkha', 'and', 'ayush', 'you', 'guys', 'are', 'amazinggggggg', 'u', 'make', 'me', 'miss', 'my', 'fiance']","['barkha', 'and', 'ayush', 'you', 'guy', 'are', 'amazinggggggg', 'u', 'make', 'me', 'miss', 'my', 'fianc']",-0.1531,0.127,0.873,0.0,0.0,0.0,0.0,0,0,neu
Suchetana Gupta,loveing it ayush and barkha 3 3 3,0,0,2020-11-08T03:47:00Z,8,3,11,"['loveing', 'it', 'ayush', 'and', 'barkha', '3', '3', '3']","['love', 'it', 'ayush', 'and', 'barkha', '3', '3', '3']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
Sagar Raj,awesome i wish i could see ayush,0,0,2020-11-07T21:07:48Z,7,21,11,"['awesome', 'i', 'wish', 'i', 'could', 'see', 'ayush']","['awesom', 'i', 'wish', 'i', 'could', 'see', 'ayush']",0.7783,0.0,0.306,0.6940000000000001,1.0,1.0,0.2857142857,0,0,pos
saurabh kumar,same thing happened with me in my professional life as well like it happened with ayush,0,0,2020-11-07T19:16:27Z,7,19,11,"['same', 'thing', 'happened', 'with', 'me', 'in', 'my', 'professional', 'life', 'as', 'well', 'like', 'it', 'happened', 'with', 'ayush']","['same', 'thing', 'happen', 'with', 'me', 'in', 'my', 'profession', 'life', 'as', 'well', 'like', 'it', 'happen', 'with', 'ayush']",0.5574,0.0,0.753,0.247,0.05,0.1125,0.25,0,0,neu
N G,what a beautiful episode well done guys ayush barkha aditya and the team,1,0,2020-11-07T18:57:02Z,7,18,11,"['what', 'a', 'beautiful', 'episode', 'well', 'done', 'guys', 'ayush', 'barkha', 'aditya', 'and', 'the', 'team']","['what', 'a', 'beauti', 'episod', 'well', 'done', 'guy', 'ayush', 'barkha', 'aditya', 'and', 'the', 'team']",0.7184,0.0,0.625,0.375,0.85,1.0,0.23076923079999997,0,1,neu
