Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
Ambika and alok,love you barkha dii have watched season 1 and affox you will rock in it also and you had rocked in engineering girls also and home sweet office also great job love u love you love youand you channel fab di,1,0,2020-11-02T12:19:39Z,2,12,11,"['love', 'you', 'barkha', 'dii', 'have', 'watched', 'season', '1', 'and', 'affox', 'you', 'will', 'rock', 'in', 'it', 'also', 'and', 'you', 'had', 'rocked', 'in', 'engineering', 'girls', 'also', 'and', 'home', 'sweet', 'office', 'also', 'great', 'job', 'love', 'u', 'love', 'you', 'love', 'youand', 'you', 'channel', 'fab', 'di']","['love', 'you', 'barkha', 'dii', 'have', 'watch', 'season', '1', 'and', 'affox', 'you', 'will', 'rock', 'in', 'it', 'also', 'and', 'you', 'had', 'rock', 'in', 'engin', 'girl', 'also', 'and', 'home', 'sweet', 'offic', 'also', 'great', 'job', 'love', 'u', 'love', 'you', 'love', 'youand', 'you', 'channel', 'fab', 'di']",0.9816,0.0,0.5429999999999999,0.457,0.525,0.6333333333,1.2682926829999999,0,1,neu
Raj Sirsat,barkha is so gorgeous,0,0,2020-11-02T12:17:46Z,2,12,11,"['barkha', 'is', 'so', 'gorgeous']","['barkha', 'is', 'so', 'gorgeous']",0.7283,0.0,0.37,0.63,0.7,0.9,1.0,0,0,pos
GAURAV SPEHIA,2 videos on 2 channels at same time how it s feel barkha,1,0,2020-11-02T11:55:50Z,2,11,11,"['2', 'videos', 'on', '2', 'channels', 'at', 'same', 'time', 'how', 'it', 's', 'feel', 'barkha']","['2', 'video', 'on', '2', 'channel', 'at', 'same', 'time', 'how', 'it', 's', 'feel', 'barkha']",0.0,0.0,1.0,0.0,0.0,0.125,0.6153846154,0,1,neu
Krish Nalat,wow ayush is superb actor and cute toobarkha hats off for ur acting man,0,0,2020-11-02T11:50:17Z,2,11,11,"['wow', 'ayush', 'is', 'superb', 'actor', 'and', 'cute', 'toobarkha', 'hats', 'off', 'for', 'ur', 'acting', 'man']","['wow', 'ayush', 'is', 'superb', 'actor', 'and', 'cute', 'toobarkha', 'hat', 'off', 'for', 'ur', 'act', 'man']",0.8979,0.0,0.502,0.498,0.4,0.75,0.6428571429,0,0,neu
Jayashree Banerjee,when ayush hugged barkha and said now everything seems fine that part was really heart touching i love it looking for s1e2,0,0,2020-11-02T11:50:17Z,2,11,11,"['when', 'ayush', 'hugged', 'barkha', 'and', 'said', 'now', 'everything', 'seems', 'fine', 'that', 'part', 'was', 'really', 'heart', 'touching', 'i', 'love', 'it', 'looking', 'for', 's1e2']","['when', 'ayush', 'hug', 'barkha', 'and', 'said', 'now', 'everyth', 'seem', 'fine', 'that', 'part', 'was', 'realli', 'heart', 'touch', 'i', 'love', 'it', 'look', 'for', 's1e2']",0.8387,0.0,0.6679999999999999,0.332,0.4041666667,0.45,0.45454545450000006,0,0,neu
Keven Christie,barkhasigh ayush my favourite couple is back,0,0,2020-11-02T11:47:25Z,2,11,11,"['barkhasigh', 'ayush', 'my', 'favourite', 'couple', 'is', 'back']","['barkhasigh', 'ayush', 'my', 'favourit', 'coupl', 'is', 'back']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
Saloni S,you guys are the best loads and loads of love to sweet barkha singh and the notorious ayush,0,0,2020-11-02T11:47:25Z,2,11,11,"['you', 'guys', 'are', 'the', 'best', 'loads', 'and', 'loads', 'of', 'love', 'to', 'sweet', 'barkha', 'singh', 'and', 'the', 'notorious', 'ayush']","['you', 'guy', 'are', 'the', 'best', 'load', 'and', 'load', 'of', 'love', 'to', 'sweet', 'barkha', 'singh', 'and', 'the', 'notori', 'ayush']",0.8591,0.102,0.495,0.40299999999999997,0.6166666667,0.5166666667,0.5555555556,0,0,neu
Devender Butani,really awesome episode barkha and ayush are the best onscreen couple,0,0,2020-11-02T11:43:41Z,2,11,11,"['really', 'awesome', 'episode', 'barkha', 'and', 'ayush', 'are', 'the', 'best', 'onscreen', 'couple']","['realli', 'awesom', 'episod', 'barkha', 'and', 'ayush', 'are', 'the', 'best', 'onscreen', 'coupl']",0.8622,0.0,0.512,0.488,1.0,0.65,0.3636363636,0,0,neu
Anushka Joshi,i absolutely loved the episode first of all episode was long and i love it as previous season s episodes were of short duration dicemedia always has something for all type of audience i was really excited for the new season and i am extremely happy plus ayush and barkha are forever lovelies,0,0,2020-11-02T11:35:53Z,2,11,11,"['i', 'absolutely', 'loved', 'the', 'episode', 'first', 'of', 'all', 'episode', 'was', 'long', 'and', 'i', 'love', 'it', 'as', 'previous', 'season', 's', 'episodes', 'were', 'of', 'short', 'duration', 'dicemedia', 'always', 'has', 'something', 'for', 'all', 'type', 'of', 'audience', 'i', 'was', 'really', 'excited', 'for', 'the', 'new', 'season', 'and', 'i', 'am', 'extremely', 'happy', 'plus', 'ayush', 'and', 'barkha', 'are', 'forever', 'lovelies']","['i', 'absolut', 'love', 'the', 'episod', 'first', 'of', 'all', 'episod', 'was', 'long', 'and', 'i', 'love', 'it', 'as', 'previous', 'season', 's', 'episod', 'were', 'of', 'short', 'durat', 'dicemedia', 'alway', 'has', 'someth', 'for', 'all', 'type', 'of', 'audienc', 'i', 'was', 'realli', 'excit', 'for', 'the', 'new', 'season', 'and', 'i', 'am', 'extrem', 'happi', 'plus', 'ayush', 'and', 'barkha', 'are', 'forev', 'love']",0.96,0.0,0.7020000000000001,0.298,0.28274410769999997,0.5338383838,0.45283018869999997,0,0,neu
PRANJUL YADAV,it s quite natural episode about to office work life and behaviour i just totally corelate this to my office life i should really appreciate anant the way he narrated the things to barkha and sets example for hr,2,0,2020-11-02T11:34:01Z,2,11,11,"['it', 's', 'quite', 'natural', 'episode', 'about', 'to', 'office', 'work', 'life', 'and', 'behaviour', 'i', 'just', 'totally', 'corelate', 'this', 'to', 'my', 'office', 'life', 'i', 'should', 'really', 'appreciate', 'anant', 'the', 'way', 'he', 'narrated', 'the', 'things', 'to', 'barkha', 'and', 'sets', 'example', 'for', 'hr']","['it', 's', 'quit', 'natur', 'episod', 'about', 'to', 'offic', 'work', 'life', 'and', 'behaviour', 'i', 'just', 'total', 'corel', 'this', 'to', 'my', 'offic', 'life', 'i', 'should', 'realli', 'appreci', 'anant', 'the', 'way', 'he', 'narrat', 'the', 'thing', 'to', 'barkha', 'and', 'set', 'exampl', 'for', 'hr']",0.6990000000000001,0.0,0.855,0.145,0.1,0.45,0.5384615385,0,1,neu
Ashutosh Mishra,barkha singh is also in acv hatke i guess,1,0,2020-11-02T11:34:01Z,2,11,11,"['barkha', 'singh', 'is', 'also', 'in', 'acv', 'hatke', 'i', 'guess']","['barkha', 'singh', 'is', 'also', 'in', 'acv', 'hatk', 'i', 'guess']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,neu
Manasvi Jamwal,barkha you did a great job in the dealer video with ashish chanchlani,1,0,2020-11-02T11:27:53Z,2,11,11,"['barkha', 'you', 'did', 'a', 'great', 'job', 'in', 'the', 'dealer', 'video', 'with', 'ashish', 'chanchlani']","['barkha', 'you', 'did', 'a', 'great', 'job', 'in', 'the', 'dealer', 'video', 'with', 'ashish', 'chanchlani']",0.6249,0.0,0.728,0.272,0.8,0.75,1.076923077,0,1,neu
Saurabh singh,i really like barkha with saurya love to see you,1,0,2020-11-02T11:22:19Z,2,11,11,"['i', 'really', 'like', 'barkha', 'with', 'saurya', 'love', 'to', 'see', 'you']","['i', 'realli', 'like', 'barkha', 'with', 'saurya', 'love', 'to', 'see', 'you']",0.7902,0.0,0.5,0.5,0.35,0.4,0.5,0,1,neu
Melanie Dsouza,ayush and barkha have such great chemistry loving this series,0,0,2020-11-02T11:18:47Z,2,11,11,"['ayush', 'and', 'barkha', 'have', 'such', 'great', 'chemistry', 'loving', 'this', 'series']","['ayush', 'and', 'barkha', 'have', 'such', 'great', 'chemistri', 'love', 'this', 'seri']",0.8402,0.0,0.5,0.5,0.4666666667,0.7333333333,1.0,0,0,neu
Ushna Saleem,barkha is the cutest,1,0,2020-11-02T11:08:39Z,2,11,11,"['barkha', 'is', 'the', 'cutest']","['barkha', 'is', 'the', 'cutest']",0.5859,0.0,0.441,0.5589999999999999,0.0,0.0,0.0,0,1,pos
Neeraj Asati,at starting i thought that it would be a normal episode like other series when i completed the s2e1 i am completely amazed you guys have taken care of each single bit of the office culture policies environment and also what an employee feels their the way ayush and brakha performed it is so nice and natural it is so much relatable even i can put myself on that position and think such a great work guys from plot to cast hats off to both aysuh and barkha for a such a nice performance dicemedia,2,0,2020-11-02T10:53:51Z,2,10,11,"['at', 'starting', 'i', 'thought', 'that', 'it', 'would', 'be', 'a', 'normal', 'episode', 'like', 'other', 'series', 'when', 'i', 'completed', 'the', 's2e1', 'i', 'am', 'completely', 'amazed', 'you', 'guys', 'have', 'taken', 'care', 'of', 'each', 'single', 'bit', 'of', 'the', 'office', 'culture', 'policies', 'environment', 'and', 'also', 'what', 'an', 'employee', 'feels', 'their', 'the', 'way', 'ayush', 'and', 'brakha', 'performed', 'it', 'is', 'so', 'nice', 'and', 'natural', 'it', 'is', 'so', 'much', 'relatable', 'even', 'i', 'can', 'put', 'myself', 'on', 'that', 'position', 'and', 'think', 'such', 'a', 'great', 'work', 'guys', 'from', 'plot', 'to', 'cast', 'hats', 'off', 'to', 'both', 'aysuh', 'and', 'barkha', 'for', 'a', 'such', 'a', 'nice', 'performance', 'dicemedia']","['at', 'start', 'i', 'thought', 'that', 'it', 'would', 'be', 'a', 'normal', 'episod', 'like', 'other', 'seri', 'when', 'i', 'complet', 'the', 's2e1', 'i', 'am', 'complet', 'amaz', 'you', 'guy', 'have', 'taken', 'care', 'of', 'each', 'singl', 'bit', 'of', 'the', 'offic', 'cultur', 'polici', 'environ', 'and', 'also', 'what', 'an', 'employe', 'feel', 'their', 'the', 'way', 'ayush', 'and', 'brakha', 'perform', 'it', 'is', 'so', 'nice', 'and', 'natur', 'it', 'is', 'so', 'much', 'relat', 'even', 'i', 'can', 'put', 'myself', 'on', 'that', 'posit', 'and', 'think', 'such', 'a', 'great', 'work', 'guy', 'from', 'plot', 'to', 'cast', 'hat', 'off', 'to', 'both', 'aysuh', 'and', 'barkha', 'for', 'a', 'such', 'a', 'nice', 'perform', 'dicemedia']",0.9729,0.0,0.775,0.225,0.19613095239999997,0.5074404762,0.4105263158,0,1,neu
shrey kumar,barkha u can do ur postgrad from upgrad thanks to some utube s recommended video s sponsor integration i got to know,2,1,2020-11-02T10:42:02Z,2,10,11,"['barkha', 'u', 'can', 'do', 'ur', 'postgrad', 'from', 'upgrad', 'thanks', 'to', 'some', 'utube', 's', 'recommended', 'video', 's', 'sponsor', 'integration', 'i', 'got', 'to', 'know']","['barkha', 'u', 'can', 'do', 'ur', 'postgrad', 'from', 'upgrad', 'thank', 'to', 'some', 'utub', 's', 'recommend', 'video', 's', 'sponsor', 'integr', 'i', 'got', 'to', 'know']",0.5719,0.0,0.773,0.22699999999999998,0.2,0.2,0.13636363640000002,1,1,neu
Zia Rodrigues,this is one of the that is on the internet today i just love this so much loads and loads of love to ayush and barkha for this amazing amazingggg pfa2 i love this cannot express in words waiting for the 2nd episode,5,0,2020-11-02T10:40:38Z,2,10,11,"['this', 'is', 'one', 'of', 'the', 'that', 'is', 'on', 'the', 'internet', 'today', 'i', 'just', 'love', 'this', 'so', 'much', 'loads', 'and', 'loads', 'of', 'love', 'to', 'ayush', 'and', 'barkha', 'for', 'this', 'amazing', 'amazingggg', 'pfa2', 'i', 'love', 'this', 'can', 'not', 'express', 'in', 'words', 'waiting', 'for', 'the', '2nd', 'episode']","['this', 'is', 'one', 'of', 'the', 'that', 'is', 'on', 'the', 'internet', 'today', 'i', 'just', 'love', 'this', 'so', 'much', 'load', 'and', 'load', 'of', 'love', 'to', 'ayush', 'and', 'barkha', 'for', 'this', 'amaz', 'amazingggg', 'pfa2', 'i', 'love', 'this', 'can', 'not', 'express', 'in', 'word', 'wait', 'for', 'the', '2nd', 'episod']",0.9590000000000001,0.0,0.684,0.316,0.38333333329999997,0.4833333333,0.511627907,0,1,neu
Arbaaz Shaikh,ayush and barkha you guys really gem dialogue expression relations between two people and that last hug it looks totally real,4,0,2020-11-02T10:36:26Z,2,10,11,"['ayush', 'and', 'barkha', 'you', 'guys', 'really', 'gem', 'dialogue', 'expression', 'relations', 'between', 'two', 'people', 'and', 'that', 'last', 'hug', 'it', 'looks', 'totally', 'real']","['ayush', 'and', 'barkha', 'you', 'guy', 'realli', 'gem', 'dialogu', 'express', 'relat', 'between', 'two', 'peopl', 'and', 'that', 'last', 'hug', 'it', 'look', 'total', 'real']",0.4767,0.0,0.866,0.134,0.1333333333,0.1888888889,0.1904761905,0,1,neu
Kaiser Hamid,barkha ayush both are really amazing,1,0,2020-11-02T10:30:49Z,2,10,11,"['barkha', 'ayush', 'both', 'are', 'really', 'amazing']","['barkha', 'ayush', 'both', 'are', 'realli', 'amaz']",0.624,0.0,0.55,0.45,0.6,0.9,0.1666666667,0,1,neu
Crazychroma by Lamiya,ayush and barkha always a treat to watch on screen,0,0,2020-11-02T10:29:01Z,2,10,11,"['ayush', 'and', 'barkha', 'always', 'a', 'treat', 'to', 'watch', 'on', 'screen']","['ayush', 'and', 'barkha', 'alway', 'a', 'treat', 'to', 'watch', 'on', 'screen']",0.4019,0.0,0.748,0.252,0.0,0.0,0.9,0,0,neu
Ajit Kumar,why barkha is so cute,0,0,2020-11-02T10:03:28Z,2,10,11,"['why', 'barkha', 'is', 'so', 'cute']","['whi', 'barkha', 'is', 'so', 'cute']",0.5949,0.0,0.509,0.491,0.5,1.0,1.0,0,0,neu
shweta aralikatti,i know most of them including me are here just to see ayush and barkha we just love to see them on screen together you both can make wonder love from karnataka,0,0,2020-11-02T09:02:25Z,2,9,11,"['i', 'know', 'most', 'of', 'them', 'including', 'me', 'are', 'here', 'just', 'to', 'see', 'ayush', 'and', 'barkha', 'we', 'just', 'love', 'to', 'see', 'them', 'on', 'screen', 'together', 'you', 'both', 'can', 'make', 'wonder', 'love', 'from', 'karnataka']","['i', 'know', 'most', 'of', 'them', 'includ', 'me', 'are', 'here', 'just', 'to', 'see', 'ayush', 'and', 'barkha', 'we', 'just', 'love', 'to', 'see', 'them', 'on', 'screen', 'togeth', 'you', 'both', 'can', 'make', 'wonder', 'love', 'from', 'karnataka']",0.8555,0.0,0.775,0.225,0.5,0.5666666667,0.46875,0,0,neu
Satyajit Patra,barkha and ayush should be the real couple great reel understanding,0,0,2020-11-02T09:00:25Z,2,9,11,"['barkha', 'and', 'ayush', 'should', 'be', 'the', 'real', 'couple', 'great', 'reel', 'understanding']","['barkha', 'and', 'ayush', 'should', 'be', 'the', 'real', 'coupl', 'great', 'reel', 'understand']",0.6249,0.0,0.7090000000000001,0.29100000000000004,0.5,0.525,0.6363636364,0,0,neu
Ryan Pahuja,ayush is your 15 years old relationship with barkha i think so,2,1,2020-11-02T08:57:58Z,2,8,11,"['ayush', 'is', 'your', '15', 'years', 'old', 'relationship', 'with', 'barkha', 'i', 'think', 'so']","['ayush', 'is', 'your', '15', 'year', 'old', 'relationship', 'with', 'barkha', 'i', 'think', 'so']",0.0,0.0,1.0,0.0,0.1,0.2,0.4166666667,1,1,neu
RAW Gaming Assam,barkha is love,0,0,2020-11-02T08:57:58Z,2,8,11,"['barkha', 'is', 'love']","['barkha', 'is', 'love']",0.6369,0.0,0.32299999999999995,0.677,0.5,0.6,1.6666666669999999,0,0,pos
Chetna Rathore,keep it up guys lots of love to the team barkha nd aayush u guys are amazing as always and top of that this series is very relatable,0,0,2020-11-02T08:56:42Z,2,8,11,"['keep', 'it', 'up', 'guys', 'lots', 'of', 'love', 'to', 'the', 'team', 'barkha', 'nd', 'aayush', 'u', 'guys', 'are', 'amazing', 'as', 'always', 'and', 'top', 'of', 'that', 'this', 'series', 'is', 'very', 'relatable']","['keep', 'it', 'up', 'guy', 'lot', 'of', 'love', 'to', 'the', 'team', 'barkha', 'nd', 'aayush', 'u', 'guy', 'are', 'amaz', 'as', 'alway', 'and', 'top', 'of', 'that', 'this', 'seri', 'is', 'veri', 'relat']",0.8689,0.0,0.71,0.29,0.45,0.575,0.3571428571,0,0,neu
Sukhmani Sharma,wowww it s really well made beautiful the videography and aayush and barkha may favourite tons of love can t wait for the rest of the parts,0,0,2020-11-02T08:15:29Z,2,8,11,"['wowww', 'it', 's', 'really', 'well', 'made', 'beautiful', 'the', 'videography', 'and', 'aayush', 'and', 'barkha', 'may', 'favourite', 'tons', 'of', 'love', 'can', 't', 'wait', 'for', 'the', 'rest', 'of', 'the', 'parts']","['wowww', 'it', 's', 'realli', 'well', 'made', 'beauti', 'the', 'videographi', 'and', 'aayush', 'and', 'barkha', 'may', 'favourit', 'ton', 'of', 'love', 'can', 't', 'wait', 'for', 'the', 'rest', 'of', 'the', 'part']",0.8947,0.0,0.672,0.32799999999999996,0.5166666667,0.6,0.3703703704,0,0,neu
Raghu Stan,barkha is love,0,0,2020-11-02T07:34:11Z,2,7,11,"['barkha', 'is', 'love']","['barkha', 'is', 'love']",0.6369,0.0,0.32299999999999995,0.677,0.5,0.6,1.6666666669999999,0,0,pos
zafar sayeed,aayus barkha 10 on 10 for your formance as always love you both thanks,0,0,2020-11-02T07:17:32Z,2,7,11,"['aayus', 'barkha', '10', 'on', '10', 'for', 'your', 'formance', 'as', 'always', 'love', 'you', 'both', 'thanks']","['aayus', 'barkha', '10', 'on', '10', 'for', 'your', 'formanc', 'as', 'alway', 'love', 'you', 'both', 'thank']",0.7964,0.0,0.628,0.37200000000000005,0.35,0.4,0.42857142859999997,0,0,neu
Ankita Sankhwar,love you so much ayush and barkha you guys are doing fab,0,0,2020-11-02T07:05:35Z,2,7,11,"['love', 'you', 'so', 'much', 'ayush', 'and', 'barkha', 'you', 'guys', 'are', 'doing', 'fab']","['love', 'you', 'so', 'much', 'ayush', 'and', 'barkha', 'you', 'guy', 'are', 'do', 'fab']",0.802,0.0,0.581,0.419,0.35,0.4,0.4166666667,0,0,neu
Shivani Agrahari,ayush name is better than shaurya and barkha s acting,0,0,2020-11-02T07:05:34Z,2,7,11,"['ayush', 'name', 'is', 'better', 'than', 'shaurya', 'and', 'barkha', 's', 'acting']","['ayush', 'name', 'is', 'better', 'than', 'shaurya', 'and', 'barkha', 's', 'act']",0.4404,0.0,0.7340000000000001,0.266,0.25,0.25,0.3,0,0,neu
Sunny Singh malang,i watched today this episode dueto barkha singh you are so beautiful barkha singh i don t know how express your beautiful in words god bless u barkha singh,0,0,2020-11-02T07:05:01Z,2,7,11,"['i', 'watched', 'today', 'this', 'episode', 'dueto', 'barkha', 'singh', 'you', 'are', 'so', 'beautiful', 'barkha', 'singh', 'i', 'don', 't', 'know', 'how', 'express', 'your', 'beautiful', 'in', 'words', 'god', 'bless', 'u', 'barkha', 'singh']","['i', 'watch', 'today', 'this', 'episod', 'dueto', 'barkha', 'singh', 'you', 'are', 'so', 'beauti', 'barkha', 'singh', 'i', 'don', 't', 'know', 'how', 'express', 'your', 'beauti', 'in', 'word', 'god', 'bless', 'u', 'barkha', 'singh']",0.9421,0.0,0.585,0.415,0.85,1.0,0.31034482760000004,0,0,neu
Menka Singh,i just feel how can ayush and barkha look so perfect,4,1,2020-11-02T07:01:28Z,2,7,11,"['i', 'just', 'feel', 'how', 'can', 'ayush', 'and', 'barkha', 'look', 'so', 'perfect']","['i', 'just', 'feel', 'how', 'can', 'ayush', 'and', 'barkha', 'look', 'so', 'perfect']",0.6948,0.0,0.655,0.345,1.0,1.0,0.9090909091,1,1,neu
Divya Darsini,ayush and barkha always enlightening couple,0,0,2020-11-02T06:47:29Z,2,6,11,"['ayush', 'and', 'barkha', 'always', 'enlightening', 'couple']","['ayush', 'and', 'barkha', 'alway', 'enlighten', 'coupl']",0.5106,0.0,0.602,0.39799999999999996,0.3,0.4,0.1666666667,0,0,neu
TheJenny0228,love love love it ayush and barkha always a pleasure to watch you both together on screen i loved the content as it was so relatable especially when shaurya has his first meeting with his colleagues as their manager the awkwardness the tension is so amazingly portrayed keep going guys u make or day,0,0,2020-11-02T06:47:29Z,2,6,11,"['love', 'love', 'love', 'it', 'ayush', 'and', 'barkha', 'always', 'a', 'pleasure', 'to', 'watch', 'you', 'both', 'together', 'on', 'screen', 'i', 'loved', 'the', 'content', 'as', 'it', 'was', 'so', 'relatable', 'especially', 'when', 'shaurya', 'has', 'his', 'first', 'meeting', 'with', 'his', 'colleagues', 'as', 'their', 'manager', 'the', 'awkwardness', 'the', 'tension', 'is', 'so', 'amazingly', 'portrayed', 'keep', 'going', 'guys', 'u', 'make', 'or', 'day']","['love', 'love', 'love', 'it', 'ayush', 'and', 'barkha', 'alway', 'a', 'pleasur', 'to', 'watch', 'you', 'both', 'togeth', 'on', 'screen', 'i', 'love', 'the', 'content', 'as', 'it', 'was', 'so', 'relat', 'especi', 'when', 'shaurya', 'has', 'his', 'first', 'meet', 'with', 'his', 'colleagu', 'as', 'their', 'manag', 'the', 'awkward', 'the', 'tension', 'is', 'so', 'amaz', 'portray', 'keep', 'go', 'guy', 'u', 'make', 'or', 'day']",0.9595,0.059000000000000004,0.645,0.29600000000000004,0.4357142857,0.6904761905,0.7037037037,0,0,neu
Piyush Otwar,barkha and ayush have a great chemistry,0,0,2020-11-02T06:40:03Z,2,6,11,"['barkha', 'and', 'ayush', 'have', 'a', 'great', 'chemistry']","['barkha', 'and', 'ayush', 'have', 'a', 'great', 'chemistri']",0.6249,0.0,0.5489999999999999,0.451,0.8,0.75,0.5714285714,0,0,neu
Sagor Hossein Neel,u know what what is refreshing watching barkha n ayush together,0,0,2020-11-02T06:14:48Z,2,6,11,"['u', 'know', 'what', 'what', 'is', 'refreshing', 'watching', 'barkha', 'n', 'ayush', 'together']","['u', 'know', 'what', 'what', 'is', 'refresh', 'watch', 'barkha', 'n', 'ayush', 'togeth']",0.0,0.0,1.0,0.0,0.5,1.0,0.1818181818,0,0,neu
Ashish Vats,barkha and ayush their on screen chemistry is really genuine,0,0,2020-11-02T06:04:04Z,2,6,11,"['barkha', 'and', 'ayush', 'their', 'on', 'screen', 'chemistry', 'is', 'really', 'genuine']","['barkha', 'and', 'ayush', 'their', 'on', 'screen', 'chemistri', 'is', 'realli', 'genuin']",0.0,0.0,1.0,0.0,0.4,0.5,1.2,0,0,neu
Janhavi Kotian,this episode was lit and i can t wait for another episode ayush and barkha you guys rock,0,0,2020-11-02T05:54:53Z,2,5,11,"['this', 'episode', 'was', 'lit', 'and', 'i', 'can', 't', 'wait', 'for', 'another', 'episode', 'ayush', 'and', 'barkha', 'you', 'guys', 'rock']","['this', 'episod', 'was', 'lit', 'and', 'i', 'can', 't', 'wait', 'for', 'anoth', 'episod', 'ayush', 'and', 'barkha', 'you', 'guy', 'rock']",0.0,0.0,1.0,0.0,0.0,0.0,0.11111111109999999,0,0,neu
Ganesh Sriram,finally please dont stop this series aayush and barkha best combination,1,0,2020-11-02T05:41:11Z,2,5,11,"['finally', 'please', 'dont', 'stop', 'this', 'series', 'aayush', 'and', 'barkha', 'best', 'combination']","['final', 'pleas', 'dont', 'stop', 'this', 'seri', 'aayush', 'and', 'barkha', 'best', 'combin']",0.812,0.0,0.488,0.512,0.5,0.65,0.45454545450000006,0,1,pos
Arkadeep Giri,barkha ayush combination most loving lekin woh purana anant kidha gaya wo toda lamba tha ye bhi thik hay overall waiting fr the next episode,0,0,2020-11-02T05:29:10Z,2,5,11,"['barkha', 'ayush', 'combination', 'most', 'loving', 'lekin', 'woh', 'purana', 'anant', 'kidha', 'gaya', 'wo', 'toda', 'lamba', 'tha', 'ye', 'bhi', 'thik', 'hay', 'overall', 'waiting', 'fr', 'the', 'next', 'episode']","['barkha', 'ayush', 'combin', 'most', 'love', 'lekin', 'woh', 'purana', 'anant', 'kidha', 'gaya', 'wo', 'toda', 'lamba', 'tha', 'ye', 'bhi', 'thik', 'hay', 'overal', 'wait', 'fr', 'the', 'next', 'episod']",0.6361,0.0,0.851,0.149,0.275,0.3625,0.2,0,0,neu
Nikhil N N,this is the first time i think ayush has shown his abs you are very inspiring bro your acting is too good bro barkha you are also too god thank you,4,1,2020-11-02T04:18:10Z,2,4,11,"['this', 'is', 'the', 'first', 'time', 'i', 'think', 'ayush', 'has', 'shown', 'his', 'abs', 'you', 'are', 'very', 'inspiring', 'bro', 'your', 'acting', 'is', 'too', 'good', 'bro', 'barkha', 'you', 'are', 'also', 'too', 'god', 'thank', 'you']","['this', 'is', 'the', 'first', 'time', 'i', 'think', 'ayush', 'has', 'shown', 'his', 'ab', 'you', 'are', 'veri', 'inspir', 'bro', 'your', 'act', 'is', 'too', 'good', 'bro', 'barkha', 'you', 'are', 'also', 'too', 'god', 'thank', 'you']",0.8622,0.0,0.711,0.289,0.4,0.4833333333,0.09677419355,1,1,neu
Secret Giggle,the hug in the end ayush and barkha so gud together,40,1,2020-11-02T04:14:20Z,2,4,11,"['the', 'hug', 'in', 'the', 'end', 'ayush', 'and', 'barkha', 'so', 'gud', 'together']","['the', 'hug', 'in', 'the', 'end', 'ayush', 'and', 'barkha', 'so', 'gud', 'togeth']",0.4767,0.0,0.763,0.237,0.0,0.0,0.0,1,1,neu
vertika shrivastava,barkha ayush epic combination make the best series,9,2,2020-11-02T03:54:29Z,2,3,11,"['barkha', 'ayush', 'epic', 'combination', 'make', 'the', 'best', 'series']","['barkha', 'ayush', 'epic', 'combin', 'make', 'the', 'best', 'seri']",0.6369,0.0,0.625,0.375,0.55,0.35,0.75,1,1,neu
Prajval Tayde,i was terribly waiting for the s2 and am so happy to watch it am big fan of respected cast and am also specially inspired from barkha mam from her pod cast with the ranveer show,1,0,2020-11-02T01:50:50Z,2,1,11,"['i', 'was', 'terribly', 'waiting', 'for', 'the', 's2', 'and', 'am', 'so', 'happy', 'to', 'watch', 'it', 'am', 'big', 'fan', 'of', 'respected', 'cast', 'and', 'am', 'also', 'specially', 'inspired', 'from', 'barkha', 'mam', 'from', 'her', 'pod', 'cast', 'with', 'the', 'ranveer', 'show']","['i', 'was', 'terribl', 'wait', 'for', 'the', 's2', 'and', 'am', 'so', 'happi', 'to', 'watch', 'it', 'am', 'big', 'fan', 'of', 'respect', 'cast', 'and', 'am', 'also', 'special', 'inspir', 'from', 'barkha', 'mam', 'from', 'her', 'pod', 'cast', 'with', 'the', 'ranveer', 'show']",0.8671,0.077,0.639,0.284,0.039285714289999996,0.6678571429,0.3055555556,0,1,neu
Rishikesh Shukla,awesome episode an amazing portrait of characters done by barkha and ayush waiting for next episode to see what is new for them 3,0,0,2020-11-01T21:52:43Z,1,21,11,"['awesome', 'episode', 'an', 'amazing', 'portrait', 'of', 'characters', 'done', 'by', 'barkha', 'and', 'ayush', 'waiting', 'for', 'next', 'episode', 'to', 'see', 'what', 'is', 'new', 'for', 'them', '3']","['awesom', 'episod', 'an', 'amaz', 'portrait', 'of', 'charact', 'done', 'by', 'barkha', 'and', 'ayush', 'wait', 'for', 'next', 'episod', 'to', 'see', 'what', 'is', 'new', 'for', 'them', '3']",0.836,0.0,0.727,0.273,0.4340909091,0.5886363636,0.08333333333,0,0,neu
Ridhiraj Singh,who is here after barkha singh in ashish chanchlani video the dealar,23,1,2020-11-01T21:25:02Z,1,21,11,"['who', 'is', 'here', 'after', 'barkha', 'singh', 'in', 'ashish', 'chanchlani', 'video', 'the', 'dealar']","['who', 'is', 'here', 'after', 'barkha', 'singh', 'in', 'ashish', 'chanchlani', 'video', 'the', 'dealar']",0.0,0.0,1.0,0.0,0.0,0.0,0.25,1,1,neu
