Unnamed: 0,Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
253,TEXAS TIGER69,is she the one who was in 16 movie,0,0,2021-07-29T10:12:23Z,29,10,7,"['is', 'she', 'the', 'one', 'who', 'was', 'in', '16', 'movie']","['is', 'she', 'the', 'one', 'who', 'was', 'in', '16', 'movi']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
254,Gautam Konwar,in fact salary is really a person only legends will understand,0,0,2021-07-29T08:13:54Z,29,8,7,"['in', 'fact', 'salary', 'is', 'really', 'a', 'person', 'only', 'legends', 'will', 'understand']","['in', 'fact', 'salari', 'is', 'realli', 'a', 'person', 'onli', 'legend', 'will', 'understand']",0.0,0.0,1.0,0.0,0.1,0.6,1.181818181818182,0,0,neu
255,see wit me,this made my mid night yr,0,0,2021-07-29T08:13:54Z,29,8,7,"['this', 'made', 'my', 'mid', 'night', 'yr']","['this', 'made', 'my', 'mid', 'night', 'yr']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,neu
256,Mohammed Shaibaz,i wish my salary was a person,0,0,2021-07-29T05:47:57Z,29,5,7,"['i', 'wish', 'my', 'salary', 'was', 'a', 'person']","['i', 'wish', 'my', 'salari', 'was', 'a', 'person']",0.4019,0.0,0.597,0.40299999999999997,0.0,0.0,1.571428571428571,0,0,neu
257,Rebmax Digilabs,well i liked the jump hugs to the salary day 1 s good work nice concept congrats to the team,0,0,2021-07-29T05:47:57Z,29,5,7,"['well', 'i', 'liked', 'the', 'jump', 'hugs', 'to', 'the', 'salary', 'day', '1', 's', 'good', 'work', 'nice', 'concept', 'congrats', 'to', 'the', 'team']","['well', 'i', 'like', 'the', 'jump', 'hug', 'to', 'the', 'salari', 'day', '1', 's', 'good', 'work', 'nice', 'concept', 'congrat', 'to', 'the', 'team']",0.9451,0.0,0.39,0.61,0.6333333333333333,0.8000000000000002,0.7000000000000001,0,0,pos
258,Zeeshan Suhael,i earn my salary with suit along with hat but still its all gone by mid of month because of emi s,0,0,2021-07-29T03:03:30Z,29,3,7,"['i', 'earn', 'my', 'salary', 'with', 'suit', 'along', 'with', 'hat', 'but', 'still', 'its', 'all', 'gone', 'by', 'mid', 'of', 'month', 'because', 'of', 'emi', 's']","['i', 'earn', 'my', 'salari', 'with', 'suit', 'along', 'with', 'hat', 'but', 'still', 'it', 'all', 'gone', 'by', 'mid', 'of', 'month', 'becaus', 'of', 'emi', 's']",0.0,0.0,1.0,0.0,0.0,0.0,0.5909090909090909,0,0,neu
259,Zeeshan Suhael,kaun sala 6k electricity bill bhejta ek month ka,0,0,2021-07-29T03:03:30Z,29,3,7,"['kaun', 'sala', '6k', 'electricity', 'bill', 'bhejta', 'ek', 'month', 'ka']","['kaun', 'sala', '6k', 'electr', 'bill', 'bhejta', 'ek', 'month', 'ka']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,neu
260,Classical Dancer  Reviving Culture,the fact is that most of us get a salary which comes only in lingerie,0,0,2021-07-28T14:57:19Z,28,14,7,"['the', 'fact', 'is', 'that', 'most', 'of', 'us', 'get', 'a', 'salary', 'which', 'comes', 'only', 'in', 'lingerie']","['the', 'fact', 'is', 'that', 'most', 'of', 'us', 'get', 'a', 'salari', 'which', 'come', 'onli', 'in', 'lingeri']",0.0,0.0,1.0,0.0,0.25,0.75,0.8666666666666666,0,0,neu
261,mahi sahu,right,0,0,2021-07-28T14:57:19Z,28,14,7,['right'],['right'],0.0,0.0,1.0,0.0,0.2857142857142857,0.5357142857142857,0.0,0,0,neu
262,Arpita Chanda,i really loved the video,0,0,2021-07-28T09:53:48Z,28,9,7,"['i', 'really', 'loved', 'the', 'video']","['i', 'realli', 'love', 'the', 'video']",0.6361,0.0,0.41700000000000004,0.583,0.7,0.8,1.0,0,0,pos
263,Khaji Shashavali,heart touching true story,1,0,2021-07-28T09:53:48Z,28,9,7,"['heart', 'touching', 'true', 'story']","['heart', 'touch', 'true', 'stori']",0.4215,0.0,0.517,0.483,0.425,0.575,1.5,0,1,neu
264,Anurag Kashyap,what s the actress name,0,1,2021-07-28T06:02:54Z,28,6,7,"['what', 's', 'the', 'actress', 'name']","['what', 's', 'the', 'actress', 'name']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,neu
265,Virendra Singh,pathatic,0,0,2021-07-28T06:02:54Z,28,6,7,['pathatic'],['pathat'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
266,streanhy millennial pro,after paying emi and credit bills my day 2 salary will be like day 25 of this girl,0,0,2021-07-27T15:05:46Z,27,15,7,"['after', 'paying', 'emi', 'and', 'credit', 'bills', 'my', 'day', '2', 'salary', 'will', 'be', 'like', 'day', '25', 'of', 'this', 'girl']","['after', 'pay', 'emi', 'and', 'credit', 'bill', 'my', 'day', '2', 'salari', 'will', 'be', 'like', 'day', '25', 'of', 'this', 'girl']",0.6249,0.0,0.746,0.254,0.0,0.0,1.166666666666667,0,0,neu
267,Chayani Mukherjee,the level of contents are the best for filter copy,0,0,2021-07-27T15:05:46Z,27,15,7,"['the', 'level', 'of', 'contents', 'are', 'the', 'best', 'for', 'filter', 'copy']","['the', 'level', 'of', 'content', 'are', 'the', 'best', 'for', 'filter', 'copi']",0.6369,0.0,0.682,0.318,1.0,0.3,0.5,0,0,neu
268,mdasad hussain,it implements for husband and wife here salary is husband and wife is wife spending money lavishly,0,0,2021-07-27T09:10:44Z,27,9,7,"['it', 'implements', 'for', 'husband', 'and', 'wife', 'here', 'salary', 'is', 'husband', 'and', 'wife', 'is', 'wife', 'spending', 'money', 'lavishly']","['it', 'implement', 'for', 'husband', 'and', 'wife', 'here', 'salari', 'is', 'husband', 'and', 'wife', 'is', 'wife', 'spend', 'money', 'lavish']",0.0,0.0,1.0,0.0,0.0,0.0,1.823529411764706,0,0,neu
269,Rishi sri,salary don t press b bs,0,0,2021-07-27T09:10:44Z,27,9,7,"['salary', 'don', 't', 'press', 'b', 'bs']","['salari', 'don', 't', 'press', 'b', 'bs']",0.0,0.0,1.0,0.0,0.0,0.0,1.5,0,0,neu
270,SHUBHAM RATHOD,i am a ca student n after seeing this i think my stipend come in underwear only n get nude on very next day,0,0,2021-07-27T08:58:33Z,27,8,7,"['i', 'am', 'a', 'ca', 'student', 'n', 'after', 'seeing', 'this', 'i', 'think', 'my', 'stipend', 'come', 'in', 'underwear', 'only', 'n', 'get', 'nude', 'on', 'very', 'next', 'day']","['i', 'am', 'a', 'ca', 'student', 'n', 'after', 'see', 'this', 'i', 'think', 'my', 'stipend', 'come', 'in', 'underwear', 'onli', 'n', 'get', 'nude', 'on', 'veri', 'next', 'day']",0.0,0.0,1.0,0.0,0.0,0.5,0.25,0,0,neu
271,Nadim Akram,god save us all boys from this kind immature girls,0,0,2021-07-27T08:58:33Z,27,8,7,"['god', 'save', 'us', 'all', 'boys', 'from', 'this', 'kind', 'immature', 'girls']","['god', 'save', 'us', 'all', 'boy', 'from', 'this', 'kind', 'immatur', 'girl']",0.8519,0.0,0.429,0.5710000000000001,0.6,0.9,1.5000000000000004,0,0,pos
272,anam shah,my salary is like a tuxedo suit at start of the month and tuxedo suit at end of the month earn more spend less and invest and grow simple,6,0,2021-07-26T08:14:36Z,26,8,7,"['my', 'salary', 'is', 'like', 'a', 'tuxedo', 'suit', 'at', 'start', 'of', 'the', 'month', 'and', 'tuxedo', 'suit', 'at', 'end', 'of', 'the', 'month', 'earn', 'more', 'spend', 'less', 'and', 'invest', 'and', 'grow', 'simple']","['my', 'salari', 'is', 'like', 'a', 'tuxedo', 'suit', 'at', 'start', 'of', 'the', 'month', 'and', 'tuxedo', 'suit', 'at', 'end', 'of', 'the', 'month', 'earn', 'more', 'spend', 'less', 'and', 'invest', 'and', 'grow', 'simpl']",0.3612,0.0,0.915,0.085,0.11111111111111112,0.30793650793650795,0.9655172413793102,0,1,neu
273,Muhammed Shajahan,56k salary in a month i am just earning a salary of just 15k per month and running family of 4 father mother brother and myself i have never seen above 25 k salary even with incentives,0,0,2021-07-26T08:14:36Z,26,8,7,"['56k', 'salary', 'in', 'a', 'month', 'i', 'am', 'just', 'earning', 'a', 'salary', 'of', 'just', '15k', 'per', 'month', 'and', 'running', 'family', 'of', '4', 'father', 'mother', 'brother', 'and', 'myself', 'i', 'have', 'never', 'seen', 'above', '25', 'k', 'salary', 'even', 'with', 'incentives']","['56k', 'salari', 'in', 'a', 'month', 'i', 'am', 'just', 'earn', 'a', 'salari', 'of', 'just', '15k', 'per', 'month', 'and', 'run', 'famili', 'of', '4', 'father', 'mother', 'brother', 'and', 'myself', 'i', 'have', 'never', 'seen', 'abov', '25', 'k', 'salari', 'even', 'with', 'incent']",0.3182,0.0,0.929,0.071,0.0,0.1,1.3243243243243243,0,0,neu
274,xyz24792,bills charity n kuch batch jaye to khd p chirak leta hain lol,0,0,2021-07-25T19:47:48Z,25,19,7,"['bills', 'charity', 'n', 'kuch', 'batch', 'jaye', 'to', 'khd', 'p', 'chirak', 'leta', 'hain', 'lol']","['bill', 'chariti', 'n', 'kuch', 'batch', 'jay', 'to', 'khd', 'p', 'chirak', 'leta', 'hain', 'lol']",0.6808,0.0,0.616,0.384,0.8,0.7,0.2307692307692308,0,0,neu
275,Alexander Cheong,i wish my salary was as handsome as he is,0,0,2021-07-25T19:47:48Z,25,19,7,"['i', 'wish', 'my', 'salary', 'was', 'as', 'handsome', 'as', 'he', 'is']","['i', 'wish', 'my', 'salari', 'was', 'as', 'handsom', 'as', 'he', 'is']",0.7096,0.0,0.5429999999999999,0.457,0.5,1.0,1.4,0,0,neu
276,Aishwarya Mishra,and now due to corona my office has already got an idea of not giving our salaries well we have not got it from the february month but being a teacher it s my job to teach my children so without any payments also we are continuing our work,0,0,2021-07-25T15:10:45Z,25,15,7,"['and', 'now', 'due', 'to', 'corona', 'my', 'office', 'has', 'already', 'got', 'an', 'idea', 'of', 'not', 'giving', 'our', 'salaries', 'well', 'we', 'have', 'not', 'got', 'it', 'from', 'the', 'february', 'month', 'but', 'being', 'a', 'teacher', 'it', 's', 'my', 'job', 'to', 'teach', 'my', 'children', 'so', 'without', 'any', 'payments', 'also', 'we', 'are', 'continuing', 'our', 'work']","['and', 'now', 'due', 'to', 'corona', 'my', 'offic', 'has', 'alreadi', 'got', 'an', 'idea', 'of', 'not', 'give', 'our', 'salari', 'well', 'we', 'have', 'not', 'got', 'it', 'from', 'the', 'februari', 'month', 'but', 'be', 'a', 'teacher', 'it', 's', 'my', 'job', 'to', 'teach', 'my', 'children', 'so', 'without', 'ani', 'payment', 'also', 'we', 'are', 'continu', 'our', 'work']",0.0083,0.032,0.9359999999999999,0.032,-0.125,0.375,0.5510204081632654,0,0,neu
277,Sridhar Vuruma,wondering the kind of reactions that feminists would have had if the roles were reversed and salary was a female and is treated like this,8,0,2021-07-25T15:10:45Z,25,15,7,"['wondering', 'the', 'kind', 'of', 'reactions', 'that', 'feminists', 'would', 'have', 'had', 'if', 'the', 'roles', 'were', 'reversed', 'and', 'salary', 'was', 'a', 'female', 'and', 'is', 'treated', 'like', 'this']","['wonder', 'the', 'kind', 'of', 'reaction', 'that', 'feminist', 'would', 'have', 'had', 'if', 'the', 'role', 'were', 'revers', 'and', 'salari', 'was', 'a', 'femal', 'and', 'is', 'treat', 'like', 'this']",0.3612,0.0,0.902,0.098,0.3,0.5333333333333333,0.4799999999999999,0,1,neu
278,Shubhendu Sri Harsh,waana watch what if salary was a girl,1,0,2021-07-25T07:32:52Z,25,7,7,"['waana', 'watch', 'what', 'if', 'salary', 'was', 'a', 'girl']","['waana', 'watch', 'what', 'if', 'salari', 'was', 'a', 'girl']",0.0,0.0,1.0,0.0,0.0,0.0,1.875,0,1,neu
279,Subham Bag,wow it s amazing,1,0,2021-07-25T07:32:52Z,25,7,7,"['wow', 'it', 's', 'amazing']","['wow', 'it', 's', 'amaz']",0.8225,0.0,0.11599999999999999,0.884,0.35000000000000003,0.95,0.5,0,1,pos
280,jacob debbarma,make the salary gets married to another salary i mean investment and u will see the compounding effects moral of the video save the money and then invest,6,0,2021-07-25T04:20:56Z,25,4,7,"['make', 'the', 'salary', 'gets', 'married', 'to', 'another', 'salary', 'i', 'mean', 'investment', 'and', 'u', 'will', 'see', 'the', 'compounding', 'effects', 'moral', 'of', 'the', 'video', 'save', 'the', 'money', 'and', 'then', 'invest']","['make', 'the', 'salari', 'get', 'marri', 'to', 'anoth', 'salari', 'i', 'mean', 'invest', 'and', 'u', 'will', 'see', 'the', 'compound', 'effect', 'moral', 'of', 'the', 'video', 'save', 'the', 'money', 'and', 'then', 'invest']",0.4939,0.0,0.887,0.113,-0.02083333333333333,0.3958333333333333,1.821428571428572,0,1,neu
281,Insha Naqvi,its important to spend economically warna credit card to hai na yaar,0,0,2021-07-25T04:20:56Z,25,4,7,"['its', 'important', 'to', 'spend', 'economically', 'warna', 'credit', 'card', 'to', 'hai', 'na', 'yaar']","['it', 'import', 'to', 'spend', 'econom', 'warna', 'credit', 'card', 'to', 'hai', 'na', 'yaar']",0.5267,0.0,0.6940000000000001,0.306,0.35,0.95,0.5833333333333333,0,0,neu
282,Alok mishra,if i get 56200 i can easily save,1,0,2021-07-24T13:01:21Z,24,13,7,"['if', 'i', 'get', '56200', 'i', 'can', 'easily', 'save']","['if', 'i', 'get', '56200', 'i', 'can', 'easili', 'save']",0.6808,0.0,0.41700000000000004,0.583,0.43333333333333335,0.8333333333333334,0.5,0,1,pos
283,technical gamer,irresistible,0,0,2021-07-24T13:01:21Z,24,13,7,['irresistible'],['irresist'],0.34,0.0,0.0,1.0,0.0,0.0,1.0,0,0,pos
284,Sujata kumari Biswas,make me emotional i miss you my salary please come back i never break promises i swear,0,0,2021-07-24T06:06:20Z,24,6,7,"['make', 'me', 'emotional', 'i', 'miss', 'you', 'my', 'salary', 'please', 'come', 'back', 'i', 'never', 'break', 'promises', 'i', 'swear']","['make', 'me', 'emot', 'i', 'miss', 'you', 'my', 'salari', 'pleas', 'come', 'back', 'i', 'never', 'break', 'promis', 'i', 'swear']",0.068,0.212,0.505,0.28300000000000003,0.0,0.325,1.1176470588235294,0,0,neu
285,Viswanath Ramayanam,it shows real men life who spent his salary to his girlfriend,0,0,2021-07-24T06:06:20Z,24,6,7,"['it', 'shows', 'real', 'men', 'life', 'who', 'spent', 'his', 'salary', 'to', 'his', 'girlfriend']","['it', 'show', 'real', 'men', 'life', 'who', 'spent', 'his', 'salari', 'to', 'his', 'girlfriend']",0.0,0.0,1.0,0.0,0.05,0.2,1.0833333333333333,0,0,neu
286,Pllv Thkr,they both r really very good actor s,0,0,2021-07-24T02:49:33Z,24,2,7,"['they', 'both', 'r', 'really', 'very', 'good', 'actor', 's']","['they', 'both', 'r', 'realli', 'veri', 'good', 'actor', 's']",0.5379,0.0,0.59,0.41,0.91,0.7800000000000001,0.375,0,0,neu
287,Santhosh k,i have a doubt why don t you have credit cards it would be more fun if they also participated in this video because most of us prefer to use a credit card than a debit card those who have more credit cards they have more boyfriends girl friends and they are using the debit card like their maid,3,0,2021-07-24T02:49:33Z,24,2,7,"['i', 'have', 'a', 'doubt', 'why', 'don', 't', 'you', 'have', 'credit', 'cards', 'it', 'would', 'be', 'more', 'fun', 'if', 'they', 'also', 'participated', 'in', 'this', 'video', 'because', 'most', 'of', 'us', 'prefer', 'to', 'use', 'a', 'credit', 'card', 'than', 'a', 'debit', 'card', 'those', 'who', 'have', 'more', 'credit', 'cards', 'they', 'have', 'more', 'boyfriends', 'girl', 'friends', 'and', 'they', 'are', 'using', 'the', 'debit', 'card', 'like', 'their', 'maid']","['i', 'have', 'a', 'doubt', 'whi', 'don', 't', 'you', 'have', 'credit', 'card', 'it', 'would', 'be', 'more', 'fun', 'if', 'they', 'also', 'particip', 'in', 'this', 'video', 'becaus', 'most', 'of', 'us', 'prefer', 'to', 'use', 'a', 'credit', 'card', 'than', 'a', 'debit', 'card', 'those', 'who', 'have', 'more', 'credit', 'card', 'they', 'have', 'more', 'boyfriend', 'girl', 'friend', 'and', 'they', 'are', 'use', 'the', 'debit', 'card', 'like', 'their', 'maid']",0.9294,0.037000000000000005,0.7040000000000001,0.259,0.46,0.4400000000000001,0.830508474576271,0,1,neu
288,Prarthita Ghosh,this is one of the best ones,0,0,2021-07-22T17:26:24Z,22,17,7,"['this', 'is', 'one', 'of', 'the', 'best', 'ones']","['this', 'is', 'one', 'of', 'the', 'best', 'one']",0.6369,0.0,0.588,0.41200000000000003,1.0,0.3,0.2857142857142857,0,0,neu
289,Fareeha Sarwer,you have doing best thing journey of a office men or women in a short video,0,0,2021-07-22T17:26:24Z,22,17,7,"['you', 'have', 'doing', 'best', 'thing', 'journey', 'of', 'a', 'office', 'men', 'or', 'women', 'in', 'a', 'short', 'video']","['you', 'have', 'do', 'best', 'thing', 'journey', 'of', 'a', 'offic', 'men', 'or', 'women', 'in', 'a', 'short', 'video']",0.6369,0.0,0.7559999999999999,0.244,0.5,0.3,1.125,0,0,neu
290,Nihareeka,ohoo love that concept,0,0,2021-07-22T10:01:15Z,22,10,7,"['ohoo', 'love', 'that', 'concept']","['ohoo', 'love', 'that', 'concept']",0.6369,0.0,0.41700000000000004,0.583,0.5,0.6,1.25,0,0,pos
291,AARUSHI SUJESH,it get emotional,0,0,2021-07-22T10:01:15Z,22,10,7,"['it', 'get', 'emotional']","['it', 'get', 'emot']",0.1531,0.0,0.556,0.444,0.0,0.65,1.0,0,0,neu
292,MD Masudur Rahman Miraj,filtercopy please make video of ayush bhai barkha mam mithila palkar missing them a lot i have seen all of their videos waiting for new plzzzzz,1,0,2021-07-19T12:44:52Z,19,12,7,"['filtercopy', 'please', 'make', 'video', 'of', 'ayush', 'bhai', 'barkha', 'mam', 'mithila', 'palkar', 'missing', 'them', 'a', 'lot', 'i', 'have', 'seen', 'all', 'of', 'their', 'videos', 'waiting', 'for', 'new', 'plzzzzz']","['filtercopi', 'pleas', 'make', 'video', 'of', 'ayush', 'bhai', 'barkha', 'mam', 'mithila', 'palkar', 'miss', 'them', 'a', 'lot', 'i', 'have', 'seen', 'all', 'of', 'their', 'video', 'wait', 'for', 'new', 'plzzzzz']",0.0258,0.083,0.83,0.087,-0.03181818181818183,0.2522727272727273,0.1153846153846154,0,1,neu
293,Jesse Junior,this shows u should always use money wisely and most importantly money should never be given to an irresponsible immature person who doesn t know how to use money doesn t matter how old they are so those immature irresponsible ones learn u fools grow up idiots,0,0,2021-07-19T12:44:52Z,19,12,7,"['this', 'shows', 'u', 'should', 'always', 'use', 'money', 'wisely', 'and', 'most', 'importantly', 'money', 'should', 'never', 'be', 'given', 'to', 'an', 'irresponsible', 'immature', 'person', 'who', 'doesn', 't', 'know', 'how', 'to', 'use', 'money', 'doesn', 't', 'matter', 'how', 'old', 'they', 'are', 'so', 'those', 'immature', 'irresponsible', 'ones', 'learn', 'u', 'fools', 'grow', 'up', 'idiots']","['this', 'show', 'u', 'should', 'alway', 'use', 'money', 'wise', 'and', 'most', 'import', 'money', 'should', 'never', 'be', 'given', 'to', 'an', 'irrespons', 'immatur', 'person', 'who', 'doesn', 't', 'know', 'how', 'to', 'use', 'money', 'doesn', 't', 'matter', 'how', 'old', 'they', 'are', 'so', 'those', 'immatur', 'irrespons', 'one', 'learn', 'u', 'fool', 'grow', 'up', 'idiot']",-0.5434,0.171,0.705,0.124,0.18000000000000002,0.68,0.4680851063829786,0,0,neu
294,SAGAR TRIPATHI,matlb salary kam hoto peeke bhand mat ho right,0,0,2021-07-19T08:42:14Z,19,8,7,"['matlb', 'salary', 'kam', 'hoto', 'peeke', 'bhand', 'mat', 'ho', 'right']","['matlb', 'salari', 'kam', 'hoto', 'peek', 'bhand', 'mat', 'ho', 'right']",0.0,0.0,1.0,0.0,0.2857142857142857,0.5357142857142857,1.0000000000000002,0,0,neu
295,Hari habla espaol  ,this video was uploaded on my birthday,0,0,2021-07-19T08:42:14Z,19,8,7,"['this', 'video', 'was', 'uploaded', 'on', 'my', 'birthday']","['this', 'video', 'was', 'upload', 'on', 'my', 'birthday']",0.0,0.0,1.0,0.0,0.0,0.0,0.7142857142857142,0,0,neu
296,risha yusuf,loved it what a story it was very good i enjoyed,0,0,2021-07-19T05:48:17Z,19,5,7,"['loved', 'it', 'what', 'a', 'story', 'it', 'was', 'very', 'good', 'i', 'enjoyed']","['love', 'it', 'what', 'a', 'stori', 'it', 'was', 'veri', 'good', 'i', 'enjoy']",0.8927,0.0,0.36,0.64,0.7033333333333333,0.7600000000000001,0.2727272727272727,0,0,pos
297,sandeep singh,what a thought,0,0,2021-07-19T05:48:17Z,19,5,7,"['what', 'a', 'thought']","['what', 'a', 'thought']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
298,Mahmuda Howladar,aww it s too cute,0,0,2021-07-18T09:21:18Z,18,9,7,"['aww', 'it', 's', 'too', 'cute']","['aww', 'it', 's', 'too', 'cute']",0.4588,0.0,0.5,0.5,0.4,0.95,0.8,0,0,neu
299,M  Osaid,seriously,0,0,2021-07-18T09:21:18Z,18,9,7,['seriously'],['serious'],-0.1779,1.0,0.0,0.0,-0.3333333333333333,0.6666666666666666,2.0,0,0,neg
300,Deepesh Singh som,iski eyes bahut achi h meri ek childhood friend thi bilkul same to same,0,0,2021-07-18T07:10:03Z,18,7,7,"['iski', 'eyes', 'bahut', 'achi', 'h', 'meri', 'ek', 'childhood', 'friend', 'thi', 'bilkul', 'same', 'to', 'same']","['iski', 'eye', 'bahut', 'achi', 'h', 'meri', 'ek', 'childhood', 'friend', 'thi', 'bilkul', 'same', 'to', 'same']",0.4939,0.0,0.789,0.21100000000000002,0.0,0.125,0.4999999999999999,0,0,neu
301,MEDICINEMIAN,let all students put their time in place of money there would be miracles,0,0,2021-07-18T07:10:03Z,18,7,7,"['let', 'all', 'students', 'put', 'their', 'time', 'in', 'place', 'of', 'money', 'there', 'would', 'be', 'miracles']","['let', 'all', 'student', 'put', 'their', 'time', 'in', 'place', 'of', 'money', 'there', 'would', 'be', 'miracl']",0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0,0,neu
302,Sheikh Nauman,creative,0,0,2021-07-16T11:00:34Z,16,11,7,['creative'],['creativ'],0.4404,0.0,0.0,1.0,0.5,1.0,3.0,0,0,pos
303,vara prasad reddy D,she took took long bro my salary darling will commit suicide in just one day and the rest is worst,0,0,2021-07-16T11:00:34Z,16,11,7,"['she', 'took', 'took', 'long', 'bro', 'my', 'salary', 'darling', 'will', 'commit', 'suicide', 'in', 'just', 'one', 'day', 'and', 'the', 'rest', 'is', 'worst']","['she', 'took', 'took', 'long', 'bro', 'my', 'salari', 'darl', 'will', 'commit', 'suicid', 'in', 'just', 'one', 'day', 'and', 'the', 'rest', 'is', 'worst']",-0.5574,0.281,0.523,0.196,-0.525,0.7,0.7500000000000001,0,0,neu
304,Sumit Adhav,kash real life me salary aur pocket money baat kar pate fir to full maze hote life me,0,0,2021-07-16T00:27:55Z,16,0,7,"['kash', 'real', 'life', 'me', 'salary', 'aur', 'pocket', 'money', 'baat', 'kar', 'pate', 'fir', 'to', 'full', 'maze', 'hote', 'life', 'me']","['kash', 'real', 'life', 'me', 'salari', 'aur', 'pocket', 'money', 'baat', 'kar', 'pate', 'fir', 'to', 'full', 'maze', 'hote', 'life', 'me']",0.0,0.0,1.0,0.0,0.275,0.425,0.8888888888888891,0,0,neu
305,Amol Bhavsar,unbelievable i cant imagine really awesome,0,0,2021-07-16T00:27:55Z,16,0,7,"['unbelievable', 'i', 'cant', 'imagine', 'really', 'awesome']","['unbeliev', 'i', 'cant', 'imagin', 'realli', 'awesom']",-0.4041,0.42200000000000004,0.361,0.217,0.375,1.0,0.3333333333333333,0,0,neg
306,jobit joseph,actress,0,1,2021-07-15T21:31:57Z,15,21,7,['actress'],['actress'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,neu
307,Yogendrasinh Rajput,you guys are great actors keep it going,0,0,2021-07-15T21:31:57Z,15,21,7,"['you', 'guys', 'are', 'great', 'actors', 'keep', 'it', 'going']","['you', 'guy', 'are', 'great', 'actor', 'keep', 'it', 'go']",0.6249,0.0,0.631,0.369,0.8,0.75,0.375,0,0,neu
308,Mahika Sandeep Anand,anyone here who knows that she was in godha movie,0,0,2021-07-15T10:51:14Z,15,10,7,"['anyone', 'here', 'who', 'knows', 'that', 'she', 'was', 'in', 'godha', 'movie']","['anyon', 'here', 'who', 'know', 'that', 'she', 'was', 'in', 'godha', 'movi']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
309,Pabitra kumar Roy nayek,it is very funny,0,0,2021-07-15T10:51:14Z,15,10,7,"['it', 'is', 'very', 'funny']","['it', 'is', 'veri', 'funni']",0.4927,0.0,0.484,0.516,0.325,1.0,0.5,0,0,pos
310,Pratik Shinde,i think salary is a female,0,0,2021-07-14T18:08:47Z,14,18,7,"['i', 'think', 'salary', 'is', 'a', 'female']","['i', 'think', 'salari', 'is', 'a', 'femal']",0.0,0.0,1.0,0.0,0.0,0.16666666666666666,1.5,0,0,neu
311,Mr  A  a,absolutely brilliant,0,0,2021-07-14T18:08:47Z,14,18,7,"['absolutely', 'brilliant']","['absolut', 'brilliant']",0.624,0.0,0.196,0.804,0.9,1.0,0.0,0,0,pos
312,Harshad Manjarekar,title be salary were boyfriend,0,0,2021-07-12T07:06:50Z,12,7,7,"['title', 'be', 'salary', 'were', 'boyfriend']","['titl', 'be', 'salari', 'were', 'boyfriend']",0.0,0.0,1.0,0.0,0.0,0.0,2.4,0,0,neu
313,Diti Majumder,what a handsome salary,0,0,2021-07-12T07:06:50Z,12,7,7,"['what', 'a', 'handsome', 'salary']","['what', 'a', 'handsom', 'salari']",0.4939,0.0,0.385,0.615,0.5,1.0,3.0,0,0,pos
314,Vijay,i cannot find a better video even after 2 years of watching this one brilliant writing,7,0,2021-07-12T03:07:05Z,12,3,7,"['i', 'can', 'not', 'find', 'a', 'better', 'video', 'even', 'after', '2', 'years', 'of', 'watching', 'this', 'one', 'brilliant', 'writing']","['i', 'can', 'not', 'find', 'a', 'better', 'video', 'even', 'after', '2', 'year', 'of', 'watch', 'this', 'one', 'brilliant', 'write']",0.3387,0.14,0.639,0.221,0.7,0.75,0.6875,0,1,neu
315,Rahul Rabha,wow next level,0,0,2021-07-12T03:07:05Z,12,3,7,"['wow', 'next', 'level']","['wow', 'next', 'level']",0.5859,0.0,0.345,0.655,0.05,0.5,0.3333333333333333,0,0,pos
316,anonymous female,please make video on bcom graduates,0,0,2021-07-11T22:40:09Z,11,22,7,"['please', 'make', 'video', 'on', 'bcom', 'graduates']","['pleas', 'make', 'video', 'on', 'bcom', 'graduat']",0.3182,0.0,0.685,0.315,0.0,0.0,0.5,0,0,neu
317,Roopesh Dongre,the script is just replacement of husband with salary nothing else,0,0,2021-07-11T22:40:09Z,11,22,7,"['the', 'script', 'is', 'just', 'replacement', 'of', 'husband', 'with', 'salary', 'nothing', 'else']","['the', 'script', 'is', 'just', 'replac', 'of', 'husband', 'with', 'salari', 'noth', 'els']",0.0,0.0,1.0,0.0,0.0,0.0,1.2727272727272727,0,0,neu
318,Arshiya B,isn t she the girl from movie sixteen,2,0,2021-07-11T16:11:33Z,11,16,7,"['isn', 't', 'she', 'the', 'girl', 'from', 'movie', 'sixteen']","['isn', 't', 'she', 'the', 'girl', 'from', 'movi', 'sixteen']",0.0,0.0,1.0,0.0,0.0,0.0,0.75,0,1,neu
