Unnamed: 0,Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,Reply_Class,Like_Class,sentiment_status
285,Santoshi Khadakkar,01 40 i am in 10th now nd this periodic table will definitely help me,0,0,2021-07-06T06:54:05Z,6,6,7,"['01', '40', 'i', 'am', 'in', '10th', 'now', 'nd', 'this', 'periodic', 'table', 'will', 'definitely', 'help', 'me']","['01', '40', 'i', 'am', 'in', '10th', 'now', 'nd', 'this', 'period', 'tabl', 'will', 'definit', 'help', 'me']",0.6597,0.0,0.69,0.31,0.0,0.5,0.26666666666666666,0,0,0,0,neu
286,Tanya Singh,who is going to give exams in may 2021,0,0,2021-07-04T09:51:58Z,4,9,7,"['who', 'is', 'going', 'to', 'give', 'exams', 'in', 'may', '2021']","['who', 'is', 'go', 'to', 'give', 'exam', 'in', 'may', '2021']",0.0,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,0,0,0,0,neu
287,Tanu Rajput,this is hilarious,0,0,2021-07-04T09:51:58Z,4,9,7,"['this', 'is', 'hilarious']","['this', 'is', 'hilari']",0.4019,0.0,0.426,0.574,0.5,1.0,0.3333333333333333,0,0,0,0,pos
288,Rohan Manik,4 10 best part of the video,0,0,2021-07-02T06:55:07Z,2,6,7,"['4', '10', 'best', 'part', 'of', 'the', 'video']","['4', '10', 'best', 'part', 'of', 'the', 'video']",0.6369,0.0,0.5429999999999999,0.457,1.0,0.3,0.7142857142857142,0,0,0,0,neu
289,Aditya Anand,imagine hc verma sir watching this,0,0,2021-07-02T06:55:07Z,2,6,7,"['imagine', 'hc', 'verma', 'sir', 'watching', 'this']","['imagin', 'hc', 'verma', 'sir', 'watch', 'this']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,neu
290,TAB attitude,my two favorite comedian in one video,0,0,2021-07-01T15:07:19Z,1,15,7,"['my', 'two', 'favorite', 'comedian', 'in', 'one', 'video']","['my', 'two', 'favorit', 'comedian', 'in', 'one', 'video']",0.6808,0.0,0.472,0.528,0.5,1.0,0.5714285714285714,0,0,0,0,pos
291,Vaanshika Soni,me watching this a day before exam,0,0,2021-07-01T15:07:19Z,1,15,7,"['me', 'watching', 'this', 'a', 'day', 'before', 'exam']","['me', 'watch', 'this', 'a', 'day', 'befor', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0,0,0,0,neu
292,Sneha Sneha,ek baar mere saath aisa hua tha ki exam geography ka tha aur hum english padh k gaye the exam hall me jake sach pata chala,1,0,2021-07-01T12:37:52Z,1,12,7,"['ek', 'baar', 'mere', 'saath', 'aisa', 'hua', 'tha', 'ki', 'exam', 'geography', 'ka', 'tha', 'aur', 'hum', 'english', 'padh', 'k', 'gaye', 'the', 'exam', 'hall', 'me', 'jake', 'sach', 'pata', 'chala']","['ek', 'baar', 'mere', 'saath', 'aisa', 'hua', 'tha', 'ki', 'exam', 'geographi', 'ka', 'tha', 'aur', 'hum', 'english', 'padh', 'k', 'gay', 'the', 'exam', 'hall', 'me', 'jake', 'sach', 'pata', 'chala']",0.0,0.0,1.0,0.0,-0.25,0.25,0.42307692307692296,0,1,0,1,neu
293,shubham verma,today teacher give me homework to remember periodic table welll thanks ashish for giving me such a hilarious trick,0,0,2021-07-01T12:37:52Z,1,12,7,"['today', 'teacher', 'give', 'me', 'homework', 'to', 'remember', 'periodic', 'table', 'welll', 'thanks', 'ashish', 'for', 'giving', 'me', 'such', 'a', 'hilarious', 'trick']","['today', 'teacher', 'give', 'me', 'homework', 'to', 'rememb', 'period', 'tabl', 'welll', 'thank', 'ashish', 'for', 'give', 'me', 'such', 'a', 'hilari', 'trick']",0.7783,0.052000000000000005,0.603,0.345,0.2333333333333333,0.5666666666666667,0.8947368421052628,0,0,0,0,neu
294,vraj Patel,supev bro new video bhuan bam and ashish sir,1,0,2021-06-28T09:19:35Z,28,9,6,"['supev', 'bro', 'new', 'video', 'bhuan', 'bam', 'and', 'ashish', 'sir']","['supev', 'bro', 'new', 'video', 'bhuan', 'bam', 'and', 'ashish', 'sir']",0.0,0.0,1.0,0.0,0.13636363636363635,0.4545454545454545,0.4444444444444444,0,1,0,1,neu
295,beast garena ff boys,holi pe nasha karke rabbi ne charas fuka this was helpful in exams,1,0,2021-06-28T09:19:35Z,28,9,6,"['holi', 'pe', 'nasha', 'karke', 'rabbi', 'ne', 'charas', 'fuka', 'this', 'was', 'helpful', 'in', 'exams']","['holi', 'pe', 'nasha', 'kark', 'rabbi', 'ne', 'chara', 'fuka', 'this', 'was', 'help', 'in', 'exam']",0.4215,0.0,0.8109999999999999,0.189,0.0,0.0,0.15384615384615385,0,1,0,1,neu
296,Gumball Waterson,we don t need to learn the periodic table we already have in our exam paper best of luck for those who should learn,16,1,2021-06-28T08:10:05Z,28,8,6,"['we', 'don', 't', 'need', 'to', 'learn', 'the', 'periodic', 'table', 'we', 'already', 'have', 'in', 'our', 'exam', 'paper', 'best', 'of', 'luck', 'for', 'those', 'who', 'should', 'learn']","['we', 'don', 't', 'need', 'to', 'learn', 'the', 'period', 'tabl', 'we', 'alreadi', 'have', 'in', 'our', 'exam', 'paper', 'best', 'of', 'luck', 'for', 'those', 'who', 'should', 'learn']",0.802,0.0,0.745,0.255,1.0,0.3,0.7916666666666665,1,1,1,1,neu
297,AtmosFN,watching in exams,1,0,2021-06-28T08:10:05Z,28,8,6,"['watching', 'in', 'exams']","['watch', 'in', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,neu
298,Avneet Singh,video was fun except abuses to shri hc verma,1,0,2021-06-28T03:07:29Z,28,3,6,"['video', 'was', 'fun', 'except', 'abuses', 'to', 'shri', 'hc', 'verma']","['video', 'was', 'fun', 'except', 'abus', 'to', 'shri', 'hc', 'verma']",-0.0772,0.259,0.504,0.237,0.3,0.2,1.6666666666666672,0,1,0,1,neu
299,ManvikJain 5888,u will not believewhen he said exam postponed at the same time my exams also postponed,0,0,2021-06-28T03:07:29Z,28,3,6,"['u', 'will', 'not', 'believewhen', 'he', 'said', 'exam', 'postponed', 'at', 'the', 'same', 'time', 'my', 'exams', 'also', 'postponed']","['u', 'will', 'not', 'believewhen', 'he', 'said', 'exam', 'postpon', 'at', 'the', 'same', 'time', 'my', 'exam', 'also', 'postpon']",-0.3818,0.217,0.7829999999999999,0.0,0.0,0.125,0.1875,0,0,0,0,neu
300,Avani Singh,youtube recommends me this after 3 years and my exam are coming,1,0,2021-06-27T12:42:50Z,27,12,6,"['youtube', 'recommends', 'me', 'this', 'after', '3', 'years', 'and', 'my', 'exam', 'are', 'coming']","['youtub', 'recommend', 'me', 'this', 'after', '3', 'year', 'and', 'my', 'exam', 'are', 'come']",0.2263,0.0,0.84,0.16,0.0,0.0,0.25,0,1,0,1,neu
301,Disha Ashok,viraj and ashish make the best duo,0,0,2021-06-27T12:42:50Z,27,12,6,"['viraj', 'and', 'ashish', 'make', 'the', 'best', 'duo']","['viraj', 'and', 'ashish', 'make', 'the', 'best', 'duo']",0.6369,0.0,0.588,0.412,1.0,0.3,0.2857142857142857,0,0,0,0,neu
302,Sindhu Yadav,hc verma wala was epic scene,0,0,2021-06-27T10:40:39Z,27,10,6,"['hc', 'verma', 'wala', 'was', 'epic', 'scene']","['hc', 'verma', 'wala', 'was', 'epic', 'scene']",0.0,0.0,1.0,0.0,0.1,0.4,0.6666666666666666,0,0,0,0,neu
303,immortal 610,ashish chanchalani is the best,0,0,2021-06-27T10:40:39Z,27,10,6,"['ashish', 'chanchalani', 'is', 'the', 'best']","['ashish', 'chanchalani', 'is', 'the', 'best']",0.6369,0.0,0.488,0.512,1.0,0.3,0.4,0,0,0,0,pos
304,keya shah,this was too funny,1,0,2021-06-26T10:21:06Z,26,10,6,"['this', 'was', 'too', 'funny']","['this', 'was', 'too', 'funni']",0.4404,0.0,0.508,0.4920000000000001,0.25,1.0,0.5,0,1,0,1,neu
305,Abhijeet Acharya,bhai the one who have written script could write anything except hc verma it could be ab verma or anything it is very much insult of such great personality,0,0,2021-06-26T10:21:06Z,26,10,6,"['bhai', 'the', 'one', 'who', 'have', 'written', 'script', 'could', 'write', 'anything', 'except', 'hc', 'verma', 'it', 'could', 'be', 'ab', 'verma', 'or', 'anything', 'it', 'is', 'very', 'much', 'insult', 'of', 'such', 'great', 'personality']","['bhai', 'the', 'one', 'who', 'have', 'written', 'script', 'could', 'write', 'anyth', 'except', 'hc', 'verma', 'it', 'could', 'be', 'ab', 'verma', 'or', 'anyth', 'it', 'is', 'veri', 'much', 'insult', 'of', 'such', 'great', 'person']",0.1335,0.103,0.779,0.118,0.3533333333333333,0.5033333333333333,0.5172413793103449,0,0,0,0,neu
306,Sarita Sharma,i was watching this video and my sister was thinking that i am studying from youtube and it was almost impossible to not to laugh,0,0,2021-06-26T08:20:45Z,26,8,6,"['i', 'was', 'watching', 'this', 'video', 'and', 'my', 'sister', 'was', 'thinking', 'that', 'i', 'am', 'studying', 'from', 'youtube', 'and', 'it', 'was', 'almost', 'impossible', 'to', 'not', 'to', 'laugh']","['i', 'was', 'watch', 'this', 'video', 'and', 'my', 'sister', 'was', 'think', 'that', 'i', 'am', 'studi', 'from', 'youtub', 'and', 'it', 'was', 'almost', 'imposs', 'to', 'not', 'to', 'laugh']",-0.4449,0.117,0.883,0.0,-0.18333333333333326,0.55,0.6,0,0,0,0,neu
307,Raj Dwivedi,help please,0,0,2021-06-26T08:20:45Z,26,8,6,"['help', 'please']","['help', 'pleas']",0.6124,0.0,0.0,1.0,0.0,0.0,0.5,0,0,0,0,pos
308,FANCLUB,story of every 12th student this year,26,0,2021-06-26T05:38:19Z,26,5,6,"['story', 'of', 'every', '12th', 'student', 'this', 'year']","['stori', 'of', 'everi', '12th', 'student', 'this', 'year']",0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0,1,0,1,neu
309,Taran,tomorrows my exam and im wasting my time watching this,40,3,2021-06-26T05:38:19Z,26,5,6,"['tomorrows', 'my', 'exam', 'and', 'im', 'wasting', 'my', 'time', 'watching', 'this']","['tomorrow', 'my', 'exam', 'and', 'im', 'wast', 'my', 'time', 'watch', 'this']",-0.4019,0.231,0.769,0.0,0.0,0.0,0.30000000000000004,1,1,1,1,neu
310,Leena Arora,periodic table really helps me a lot,0,0,2021-06-25T11:50:56Z,25,11,6,"['periodic', 'table', 'really', 'helps', 'me', 'a', 'lot']","['period', 'tabl', 'realli', 'help', 'me', 'a', 'lot']",0.4391,0.0,0.633,0.3670000000000001,0.2,0.2,0.42857142857142855,0,0,0,0,neu
311,Fluffy Heart,chintu pass hona tou mere baen hath ka khel ha romeo acha is ko english me kar ke dikha chintu pass happening is my left hand play chintu the exam anthem romeo ham honge sab pass ham honge sab pass ek din likhte hain bakwas ata nahi kuch khaas ham honge sab pass https youtu be 5j8amzbcqqk,0,0,2021-06-25T11:50:56Z,25,11,6,"['chintu', 'pass', 'hona', 'tou', 'mere', 'baen', 'hath', 'ka', 'khel', 'ha', 'romeo', 'acha', 'is', 'ko', 'english', 'me', 'kar', 'ke', 'dikha', 'chintu', 'pass', 'happening', 'is', 'my', 'left', 'hand', 'play', 'chintu', 'the', 'exam', 'anthem', 'romeo', 'ham', 'honge', 'sab', 'pass', 'ham', 'honge', 'sab', 'pass', 'ek', 'din', 'likhte', 'hain', 'bakwas', 'ata', 'nahi', 'kuch', 'khaas', 'ham', 'honge', 'sab', 'pass', 'https', 'youtu', 'be', '5j8amzbcqqk']","['chintu', 'pass', 'hona', 'tou', 'mere', 'baen', 'hath', 'ka', 'khel', 'ha', 'romeo', 'acha', 'is', 'ko', 'english', 'me', 'kar', 'ke', 'dikha', 'chintu', 'pass', 'happen', 'is', 'my', 'left', 'hand', 'play', 'chintu', 'the', 'exam', 'anthem', 'romeo', 'ham', 'hong', 'sab', 'pass', 'ham', 'hong', 'sab', 'pass', 'ek', 'din', 'likht', 'hain', 'bakwa', 'ata', 'nahi', 'kuch', 'khaa', 'ham', 'hong', 'sab', 'pass', 'https', 'youtu', 'be', '5j8amzbcqqk']",0.7906,0.0,0.871,0.129,-0.16666666666666666,0.16666666666666666,0.2982456140350877,0,0,0,0,neu
312,ark phycho,youtube also recommend in exam days,11,1,2021-06-25T08:28:18Z,25,8,6,"['youtube', 'also', 'recommend', 'in', 'exam', 'days']","['youtub', 'also', 'recommend', 'in', 'exam', 'day']",0.3612,0.0,0.667,0.333,0.0,0.0,0.5,1,1,1,1,neu
313,Sahil Rawat,may be you don t know about hc verma,0,0,2021-06-25T08:28:18Z,25,8,6,"['may', 'be', 'you', 'don', 't', 'know', 'about', 'hc', 'verma']","['may', 'be', 'you', 'don', 't', 'know', 'about', 'hc', 'verma']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
314,Pooja,i lv the part of thermodynamics lol,0,0,2021-06-24T11:21:30Z,24,11,6,"['i', 'lv', 'the', 'part', 'of', 'thermodynamics', 'lol']","['i', 'lv', 'the', 'part', 'of', 'thermodynam', 'lol']",0.4215,0.0,0.6409999999999999,0.359,0.8,0.7,0.0,0,0,0,0,neu
315,devil squad,game of thrones fan here,0,0,2021-06-24T11:21:30Z,24,11,6,"['game', 'of', 'thrones', 'fan', 'here']","['game', 'of', 'throne', 'fan', 'here']",0.3182,0.0,0.635,0.365,-0.4,0.4,0.4,0,0,0,0,neu
316,Kind Memes ,lets see who is watching in 2021 subscribe my channel to tell,0,0,2021-06-24T07:20:17Z,24,7,6,"['lets', 'see', 'who', 'is', 'watching', 'in', '2021', 'subscribe', 'my', 'channel', 'to', 'tell']","['let', 'see', 'who', 'is', 'watch', 'in', '2021', 'subscrib', 'my', 'channel', 'to', 'tell']",0.0,0.0,1.0,0.0,0.0,0.0,0.25,0,0,0,0,neu
317,Aarya Abida,legends are watching one night before exam,0,0,2021-06-24T07:20:17Z,24,7,6,"['legends', 'are', 'watching', 'one', 'night', 'before', 'exam']","['legend', 'are', 'watch', 'one', 'night', 'befor', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.7142857142857142,0,0,0,0,neu
318,Mandara Aradhya,4 26 imagine if people really talked to h c verma like that,2,0,2021-06-24T06:50:29Z,24,6,6,"['4', '26', 'imagine', 'if', 'people', 'really', 'talked', 'to', 'h', 'c', 'verma', 'like', 'that']","['4', '26', 'imagin', 'if', 'peopl', 'realli', 'talk', 'to', 'h', 'c', 'verma', 'like', 'that']",0.3612,0.0,0.7829999999999999,0.217,0.2,0.2,0.07692307692307693,0,1,0,1,neu
319,EXPLORER SHRIKESH ,watching before my 1st sem engineering exam,0,0,2021-06-24T06:50:29Z,24,6,6,"['watching', 'before', 'my', '1st', 'sem', 'engineering', 'exam']","['watch', 'befor', 'my', '1st', 'sem', 'engin', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,1.1428571428571426,0,0,0,0,neu
320,bakchod tech,comment on pubg and subscribe for free fire,1,0,2021-06-24T03:45:34Z,24,3,6,"['comment', 'on', 'pubg', 'and', 'subscribe', 'for', 'free', 'fire']","['comment', 'on', 'pubg', 'and', 'subscrib', 'for', 'free', 'fire']",0.2263,0.205,0.513,0.282,0.4,0.8,0.625,0,1,0,1,neu
321,Geeta Grover,inpe coppyright kyon nhi hota,0,0,2021-06-24T03:45:34Z,24,3,6,"['inpe', 'coppyright', 'kyon', 'nhi', 'hota']","['inp', 'coppyright', 'kyon', 'nhi', 'hota']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
322,Keertana Rajaram,watching this 1 2 month b4 exams be like sach mein yaar meine bhi eyse hi padayi kiya watching this on the last day of exams be like are abh koan exams ke liye padenge unforgetable moments kuch mistake hai tho maaf kar do abhi hi hindi seek raha hoon,1,0,2021-06-23T08:44:40Z,23,8,6,"['watching', 'this', '1', '2', 'month', 'b4', 'exams', 'be', 'like', 'sach', 'mein', 'yaar', 'meine', 'bhi', 'eyse', 'hi', 'padayi', 'kiya', 'watching', 'this', 'on', 'the', 'last', 'day', 'of', 'exams', 'be', 'like', 'are', 'abh', 'koan', 'exams', 'ke', 'liye', 'padenge', 'unforgetable', 'moments', 'kuch', 'mistake', 'hai', 'tho', 'maaf', 'kar', 'do', 'abhi', 'hi', 'hindi', 'seek', 'raha', 'hoon']","['watch', 'this', '1', '2', 'month', 'b4', 'exam', 'be', 'like', 'sach', 'mein', 'yaar', 'mein', 'bhi', 'eys', 'hi', 'padayi', 'kiya', 'watch', 'this', 'on', 'the', 'last', 'day', 'of', 'exam', 'be', 'like', 'are', 'abh', 'koan', 'exam', 'ke', 'liy', 'padeng', 'unforget', 'moment', 'kuch', 'mistak', 'hai', 'tho', 'maaf', 'kar', 'do', 'abhi', 'hi', 'hindi', 'seek', 'raha', 'hoon']",0.3818,0.046,0.8590000000000001,0.095,0.0,0.06666666666666668,0.0,0,1,0,1,neu
323,A COMMENTER,3 53 gowri is my mom s name and she is a teacher my mom s students use to call her the day before exams this scene is so relatable,0,0,2021-06-23T08:44:40Z,23,8,6,"['3', '53', 'gowri', 'is', 'my', 'mom', 's', 'name', 'and', 'she', 'is', 'a', 'teacher', 'my', 'mom', 's', 'students', 'use', 'to', 'call', 'her', 'the', 'day', 'before', 'exams', 'this', 'scene', 'is', 'so', 'relatable']","['3', '53', 'gowri', 'is', 'my', 'mom', 's', 'name', 'and', 'she', 'is', 'a', 'teacher', 'my', 'mom', 's', 'student', 'use', 'to', 'call', 'her', 'the', 'day', 'befor', 'exam', 'this', 'scene', 'is', 'so', 'relat']",0.0,0.0,1.0,0.0,0.0,0.0,0.6333333333333333,0,0,0,0,neu
324,mahima ajith,best collab ever love you ashish and viraj,0,0,2021-06-23T05:17:31Z,23,5,6,"['best', 'collab', 'ever', 'love', 'you', 'ashish', 'and', 'viraj']","['best', 'collab', 'ever', 'love', 'you', 'ashish', 'and', 'viraj']",0.8555,0.0,0.417,0.583,0.75,0.45,0.875,0,0,0,0,pos
325,Ishika pandey,i am watching this in my exam haha,1,0,2021-06-23T05:17:31Z,23,5,6,"['i', 'am', 'watching', 'this', 'in', 'my', 'exam', 'haha']","['i', 'am', 'watch', 'this', 'in', 'my', 'exam', 'haha']",0.4588,0.0,0.667,0.333,0.2,0.3,0.375,0,1,0,1,neu
326,Logic Mind,i got clicked only for ashish,0,0,2021-06-22T17:17:49Z,22,17,6,"['i', 'got', 'clicked', 'only', 'for', 'ashish']","['i', 'got', 'click', 'onli', 'for', 'ashish']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,neu
327,Aastha Chhetri,i know i m late but you should not insult hc verma sir what you said was highly disrespectful,0,0,2021-06-22T17:17:49Z,22,17,6,"['i', 'know', 'i', 'm', 'late', 'but', 'you', 'should', 'not', 'insult', 'hc', 'verma', 'sir', 'what', 'you', 'said', 'was', 'highly', 'disrespectful']","['i', 'know', 'i', 'm', 'late', 'but', 'you', 'should', 'not', 'insult', 'hc', 'verma', 'sir', 'what', 'you', 'said', 'was', 'high', 'disrespect']",0.5504,0.0,0.8079999999999999,0.192,-0.06999999999999999,0.57,0.3684210526315789,0,0,0,0,neu
328,Ayush Tiwari,after 3 years i watching it before 12hours of my exam,0,0,2021-06-22T03:51:41Z,22,3,6,"['after', '3', 'years', 'i', 'watching', 'it', 'before', '12hours', 'of', 'my', 'exam']","['after', '3', 'year', 'i', 'watch', 'it', 'befor', '12hour', 'of', 'my', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.2727272727272727,0,0,0,0,neu
329,Okajima    ,lol he abused hc verma such a bad guy ashish,1,0,2021-06-22T03:51:41Z,22,3,6,"['lol', 'he', 'abused', 'hc', 'verma', 'such', 'a', 'bad', 'guy', 'ashish']","['lol', 'he', 'abus', 'hc', 'verma', 'such', 'a', 'bad', 'guy', 'ashish']",-0.6124,0.436,0.385,0.179,0.0333333333333334,0.6222222222222222,1.0,0,1,0,1,neg
330,Amrit Srivastava,periodic table wala helped me alot,2,0,2021-06-21T04:59:26Z,21,4,6,"['periodic', 'table', 'wala', 'helped', 'me', 'alot']","['period', 'tabl', 'wala', 'help', 'me', 'alot']",0.0,0.0,1.0,0.0,0.0,0.0,0.5,0,1,0,1,neu
331,Arunima Chowdhury,i m going to have my 10th boards this year and this periodic table thing is really gonna help me,14,0,2021-06-21T04:59:26Z,21,4,6,"['i', 'm', 'going', 'to', 'have', 'my', '10th', 'boards', 'this', 'year', 'and', 'this', 'periodic', 'table', 'thing', 'is', 'really', 'gon', 'na', 'help', 'me']","['i', 'm', 'go', 'to', 'have', 'my', '10th', 'board', 'this', 'year', 'and', 'this', 'period', 'tabl', 'thing', 'is', 'realli', 'gon', 'na', 'help', 'me']",0.4549,0.0,0.851,0.149,0.2,0.2,0.2,0,1,0,1,neu
332,Dyrocide,starts studying background daylight 6 hours laterwakes up alarm ringsbackground still daylight,0,0,2021-06-19T19:38:13Z,19,19,6,"['starts', 'studying', 'background', 'daylight', '6', 'hours', 'laterwakes', 'up', 'alarm', 'ringsbackground', 'still', 'daylight']","['start', 'studi', 'background', 'daylight', '6', 'hour', 'laterwak', 'up', 'alarm', 'ringsbackground', 'still', 'daylight']",-0.34,0.194,0.8059999999999999,0.0,0.0,0.0,0.4166666666666666,0,0,0,0,neu
333,Ncc Cadet,what s the need to write cast with alphabetical order is ashish name on top is bad,0,0,2021-06-19T19:38:13Z,19,19,6,"['what', 's', 'the', 'need', 'to', 'write', 'cast', 'with', 'alphabetical', 'order', 'is', 'ashish', 'name', 'on', 'top', 'is', 'bad']","['what', 's', 'the', 'need', 'to', 'write', 'cast', 'with', 'alphabet', 'order', 'is', 'ashish', 'name', 'on', 'top', 'is', 'bad']",-0.4019,0.181,0.725,0.093,-0.09999999999999992,0.5833333333333333,1.1764705882352942,0,0,0,0,neu
334,fun scroller,4 16 this is very bad that you are telling a great person those abuses,1,0,2021-06-19T14:33:50Z,19,14,6,"['4', '16', 'this', 'is', 'very', 'bad', 'that', 'you', 'are', 'telling', 'a', 'great', 'person', 'those', 'abuses']","['4', '16', 'this', 'is', 'veri', 'bad', 'that', 'you', 'are', 'tell', 'a', 'great', 'person', 'those', 'abus']",-0.5095,0.344,0.465,0.191,-0.05499999999999988,0.8083333333333333,0.6666666666666666,0,1,0,1,neu
335,Diya Mitra,did anyone thought about bts s filter song after seeing filtercopy,7,2,2021-06-19T14:33:50Z,19,14,6,"['did', 'anyone', 'thought', 'about', 'bts', 's', 'filter', 'song', 'after', 'seeing', 'filtercopy']","['did', 'anyon', 'thought', 'about', 'bts', 's', 'filter', 'song', 'after', 'see', 'filtercopi']",0.0,0.0,1.0,0.0,0.0,0.0,0.5454545454545455,1,1,1,1,neu
336,Shivam,4 14 to 4 34 ashish is right,2,0,2021-06-19T12:35:32Z,19,12,6,"['4', '14', 'to', '4', '34', 'ashish', 'is', 'right']","['4', '14', 'to', '4', '34', 'ashish', 'is', 'right']",0.0,0.0,1.0,0.0,0.2857142857142857,0.5357142857142857,0.0,0,1,0,1,neu
337,8 Anagha Reji Paul XA8,me watching this vdeo aftr my exam,0,0,2021-06-19T12:35:32Z,19,12,6,"['me', 'watching', 'this', 'vdeo', 'aftr', 'my', 'exam']","['me', 'watch', 'this', 'vdeo', 'aftr', 'my', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0,0,0,0,neu
338,Tanmay Shambharkar,wtf disrespecting h c verma sir,2,0,2021-06-19T02:30:34Z,19,2,6,"['wtf', 'disrespecting', 'h', 'c', 'verma', 'sir']","['wtf', 'disrespect', 'h', 'c', 'verma', 'sir']",-0.5859,0.5589999999999999,0.441,0.0,-0.5,1.0,0.16666666666666666,0,1,0,1,neg
339,Kavya Arora,tomorrow is my final chemistry exam n i m watching this,0,0,2021-06-19T02:30:34Z,19,2,6,"['tomorrow', 'is', 'my', 'final', 'chemistry', 'exam', 'n', 'i', 'm', 'watching', 'this']","['tomorrow', 'is', 'my', 'final', 'chemistri', 'exam', 'n', 'i', 'm', 'watch', 'this']",0.0,0.0,1.0,0.0,0.0,1.0,0.4545454545454546,0,0,0,0,neu
340,hruthika suresh,i m watching this a hour before writing exam,0,0,2021-06-19T00:57:41Z,19,0,6,"['i', 'm', 'watching', 'this', 'a', 'hour', 'before', 'writing', 'exam']","['i', 'm', 'watch', 'this', 'a', 'hour', 'befor', 'write', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.8888888888888888,0,0,0,0,neu
341,Rishav Sinha,best part was the h c verma scene,0,0,2021-06-19T00:57:41Z,19,0,6,"['best', 'part', 'was', 'the', 'h', 'c', 'verma', 'scene']","['best', 'part', 'was', 'the', 'h', 'c', 'verma', 'scene']",0.6369,0.0,0.5429999999999999,0.457,1.0,0.3,0.375,0,0,0,0,neu
342,Palak Keswani,2 46 true except studying everything is time pass for our parents,11,0,2021-06-17T12:39:26Z,17,12,6,"['2', '46', 'true', 'except', 'studying', 'everything', 'is', 'time', 'pass', 'for', 'our', 'parents']","['2', '46', 'true', 'except', 'studi', 'everyth', 'is', 'time', 'pass', 'for', 'our', 'parent']",0.4215,0.0,0.7809999999999999,0.219,0.35,0.65,0.5,0,1,0,1,neu
343,Chiranjivi S Gowda,u disrespected hcv sir shame on you ashish,1,0,2021-06-17T12:39:26Z,17,12,6,"['u', 'disrespected', 'hcv', 'sir', 'shame', 'on', 'you', 'ashish']","['u', 'disrespect', 'hcv', 'sir', 'shame', 'on', 'you', 'ashish']",-0.7269,0.55,0.45,0.0,0.0,0.0,0.875,0,1,0,1,neg
344,Rainbowblomm,who else watching this cuz tmro u have exam,0,0,2021-06-17T10:09:00Z,17,10,6,"['who', 'else', 'watching', 'this', 'cuz', 'tmro', 'u', 'have', 'exam']","['who', 'els', 'watch', 'this', 'cuz', 'tmro', 'u', 'have', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,neu
345,Himanshu,abusing hc verma was so not cool this is where you guys cross limit,0,0,2021-06-17T10:09:00Z,17,10,6,"['abusing', 'hc', 'verma', 'was', 'so', 'not', 'cool', 'this', 'is', 'where', 'you', 'guys', 'cross', 'limit']","['abus', 'hc', 'verma', 'was', 'so', 'not', 'cool', 'this', 'is', 'where', 'you', 'guy', 'cross', 'limit']",-0.6417,0.304,0.696,0.0,-0.0875,0.325,0.21428571428571427,0,0,0,0,neu
346,gaming with shubh,i am very flattered when ashish says deepali mam my ears mmmm,0,0,2021-06-14T16:59:29Z,14,16,6,"['i', 'am', 'very', 'flattered', 'when', 'ashish', 'says', 'deepali', 'mam', 'my', 'ears', 'mmmm']","['i', 'am', 'veri', 'flatter', 'when', 'ashish', 'say', 'deepali', 'mam', 'my', 'ear', 'mmmm']",0.4391,0.0,0.7759999999999999,0.224,0.2,0.3,0.3333333333333333,0,0,0,0,neu
347,Upal Tudu,periodic table was super,0,0,2021-06-14T16:59:29Z,14,16,6,"['periodic', 'table', 'was', 'super']","['period', 'tabl', 'was', 'super']",0.5994,0.0,0.435,0.565,0.3333333333333333,0.6666666666666666,0.75,0,0,0,0,pos
348,Saswati pritiparna,phy preboards tomorrow and m here,0,0,2021-06-14T07:27:33Z,14,7,6,"['phy', 'preboards', 'tomorrow', 'and', 'm', 'here']","['phi', 'preboard', 'tomorrow', 'and', 'm', 'here']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
